"","GENEID","TXCHROM"
"994","YDR006C","chrIV"
"995","YDR007W","chrIV"
"996","YDR008C","chrIV"
"997","YDR009W","chrIV"
"998","YDR010C","chrIV"
"999","YDR011W","chrIV"
"1000","YDR012W","chrIV"
"1001","YDR013W","chrIV"
"1002","YDR014W","chrIV"
"1003","YDR014W-A","chrIV"
"1004","YDR016C","chrIV"
"1005","YDR017C","chrIV"
"1006","YDR018C","chrIV"
"1007","YDR019C","chrIV"
"1008","YDR020C","chrIV"
"1009","YDR021W","chrIV"
"1010","YDR022C","chrIV"
"1011","YDR023W","chrIV"
"1012","YDR024W","chrIV"
"1013","YDR025W","chrIV"
"1014","YDR026C","chrIV"
"1015","YDR027C","chrIV"
"1016","YDR028C","chrIV"
"1017","YDR029W","chrIV"
"1018","YDR030C","chrIV"
"1019","YDR031W","chrIV"
"1020","YDR032C","chrIV"
"1021","YDR033W","chrIV"
"1022","YDR034C","chrIV"
"1023","YDR034C-A","chrIV"
"1024","YDR034C-D","chrIV"
"1025","YDR034W-B","chrIV"
"1026","YDR035W","chrIV"
"1027","YDR036C","chrIV"
"1028","YDR037W","chrIV"
"1029","YDR038C","chrIV"
"1030","YDR040C","chrIV"
"1031","YDR041W","chrIV"
"1032","YDR042C","chrIV"
"1033","YDR043C","chrIV"
"1034","YDR044W","chrIV"
"1035","YDR045C","chrIV"
"1036","YDR046C","chrIV"
"1037","YDR047W","chrIV"
"1038","YDR048C","chrIV"
"1039","YDR049W","chrIV"
"1040","YDR050C","chrIV"
"1041","YDR051C","chrIV"
"1042","YDR052C","chrIV"
"1043","YDR054C","chrIV"
"1044","YDR055W","chrIV"
"1045","YDR056C","chrIV"
"1046","YDR057W","chrIV"
"1047","YDR058C","chrIV"
"1048","YDR059C","chrIV"
"1049","YDR060W","chrIV"
"1050","YDR061W","chrIV"
"1051","YDR062W","chrIV"
"1052","YDR063W","chrIV"
"1053","YDR064W","chrIV"
"1054","YDR065W","chrIV"
"1055","YDR066C","chrIV"
"1056","YDR067C","chrIV"
"1057","YDR068W","chrIV"
"1058","YDR069C","chrIV"
"1059","YDR070C","chrIV"
"1060","YDR071C","chrIV"
"1061","YDR072C","chrIV"
"1062","YDR073W","chrIV"
"1063","YDR074W","chrIV"
"1064","YDR075W","chrIV"
"1065","YDR076W","chrIV"
"1066","YDR077W","chrIV"
"1067","YDR078C","chrIV"
"1068","YDR079C-A","chrIV"
"1069","YDR079W","chrIV"
"1070","YDR080W","chrIV"
"1071","YDR081C","chrIV"
"1072","YDR082W","chrIV"
"1073","YDR083W","chrIV"
"1074","YDR084C","chrIV"
"1075","YDR085C","chrIV"
"1076","YDR086C","chrIV"
"1077","YDR087C","chrIV"
"1078","YDR088C","chrIV"
"1079","YDR089W","chrIV"
"1080","YDR090C","chrIV"
"1081","YDR091C","chrIV"
"1082","YDR092W","chrIV"
"1083","YDR093W","chrIV"
"1084","YDR095C","chrIV"
"1085","YDR096W","chrIV"
"1086","YDR097C","chrIV"
"1087","YDR098C","chrIV"
"1088","YDR099W","chrIV"
"1089","YDR100W","chrIV"
"1090","YDR101C","chrIV"
"1091","YDR102C","chrIV"
"1092","YDR103W","chrIV"
"1093","YDR104C","chrIV"
"1094","YDR105C","chrIV"
"1095","YDR106W","chrIV"
"1096","YDR107C","chrIV"
"1097","YDR108W","chrIV"
"1098","YDR109C","chrIV"
"1099","YDR110W","chrIV"
"1100","YDR111C","chrIV"
"1101","YDR112W","chrIV"
"1102","YDR113C","chrIV"
"1103","YDR114C","chrIV"
"1104","YDR115W","chrIV"
"1105","YDR116C","chrIV"
"1106","YDR117C","chrIV"
"1107","YDR118W","chrIV"
"1109","YDR119W","chrIV"
"1110","YDR119W-A","chrIV"
"1111","YDR120C","chrIV"
"1112","YDR121W","chrIV"
"1113","YDR122W","chrIV"
"1114","YDR123C","chrIV"
"1115","YDR124W","chrIV"
"1116","YDR125C","chrIV"
"1117","YDR126W","chrIV"
"1118","YDR127W","chrIV"
"1119","YDR128W","chrIV"
"1120","YDR129C","chrIV"
"1121","YDR130C","chrIV"
"1122","YDR131C","chrIV"
"1123","YDR132C","chrIV"
"1125","YDR134C","chrIV"
"1126","YDR135C","chrIV"
"1127","YDR136C","chrIV"
"1128","YDR137W","chrIV"
"1129","YDR138W","chrIV"
"1130","YDR139C","chrIV"
"1131","YDR140W","chrIV"
"1132","YDR141C","chrIV"
"1133","YDR142C","chrIV"
"1134","YDR143C","chrIV"
"1135","YDR144C","chrIV"
"1136","YDR145W","chrIV"
"1137","YDR146C","chrIV"
"1138","YDR147W","chrIV"
"1139","YDR148C","chrIV"
"1140","YDR150W","chrIV"
"1141","YDR151C","chrIV"
"1142","YDR152W","chrIV"
"1143","YDR153C","chrIV"
"1145","YDR155C","chrIV"
"1146","YDR156W","chrIV"
"1148","YDR158W","chrIV"
"1149","YDR159W","chrIV"
"1150","YDR160W","chrIV"
"1151","YDR161W","chrIV"
"1152","YDR162C","chrIV"
"1153","YDR163W","chrIV"
"1154","YDR164C","chrIV"
"1155","YDR165W","chrIV"
"1156","YDR166C","chrIV"
"1157","YDR167W","chrIV"
"1158","YDR168W","chrIV"
"1159","YDR169C","chrIV"
"1160","YDR169C-A","chrIV"
"1161","YDR170C","chrIV"
"1162","YDR170W-A","chrIV"
"1163","YDR171W","chrIV"
"1164","YDR172W","chrIV"
"1165","YDR173C","chrIV"
"1166","YDR174W","chrIV"
"1167","YDR175C","chrIV"
"1168","YDR176W","chrIV"
"1169","YDR177W","chrIV"
"1170","YDR178W","chrIV"
"1171","YDR179C","chrIV"
"1172","YDR179W-A","chrIV"
"1173","YDR180W","chrIV"
"1174","YDR181C","chrIV"
"1175","YDR182W","chrIV"
"1176","YDR182W-A","chrIV"
"1178","YDR183W","chrIV"
"1179","YDR184C","chrIV"
"1180","YDR185C","chrIV"
"1181","YDR186C","chrIV"
"1182","YDR187C","chrIV"
"1183","YDR188W","chrIV"
"1184","YDR189W","chrIV"
"1185","YDR190C","chrIV"
"1186","YDR191W","chrIV"
"1187","YDR192C","chrIV"
"1188","YDR194C","chrIV"
"1189","YDR195W","chrIV"
"1190","YDR196C","chrIV"
"1191","YDR197W","chrIV"
"1192","YDR198C","chrIV"
"1193","YDR199W","chrIV"
"1194","YDR200C","chrIV"
"1195","YDR201W","chrIV"
"1196","YDR202C","chrIV"
"1197","YDR204W","chrIV"
"1198","YDR205W","chrIV"
"1199","YDR206W","chrIV"
"1200","YDR207C","chrIV"
"1201","YDR208W","chrIV"
"1202","YDR209C","chrIV"
"1203","YDR210W-B","chrIV"
"1204","YDR211W","chrIV"
"1205","YDR212W","chrIV"
"1206","YDR213W","chrIV"
"1207","YDR214W","chrIV"
"1208","YDR215C","chrIV"
"1209","YDR216W","chrIV"
"1210","YDR217C","chrIV"
"1211","YDR218C","chrIV"
"1212","YDR219C","chrIV"
"1213","YDR220C","chrIV"
"1214","YDR221W","chrIV"
"1215","YDR222W","chrIV"
"1216","YDR223W","chrIV"
"1217","YDR224C","chrIV"
"1218","YDR225W","chrIV"
"1219","YDR226W","chrIV"
"1220","YDR227W","chrIV"
"1221","YDR228C","chrIV"
"1222","YDR229W","chrIV"
"1223","YDR230W","chrIV"
"1224","YDR231C","chrIV"
"1225","YDR232W","chrIV"
"1226","YDR233C","chrIV"
"1227","YDR234W","chrIV"
"1228","YDR235W","chrIV"
"1229","YDR236C","chrIV"
"1230","YDR237W","chrIV"
"1231","YDR238C","chrIV"
"1232","YDR239C","chrIV"
"1233","YDR240C","chrIV"
"1234","YDR241W","chrIV"
"1235","YDR242W","chrIV"
"1236","YDR243C","chrIV"
"1237","YDR244W","chrIV"
"1238","YDR245W","chrIV"
"1239","YDR246W","chrIV"
"1240","YDR246W-A","chrIV"
"1241","YDR247W","chrIV"
"1242","YDR248C","chrIV"
"1243","YDR249C","chrIV"
"1244","YDR250C","chrIV"
"1245","YDR251W","chrIV"
"1246","YDR252W","chrIV"
"1247","YDR253C","chrIV"
"1248","YDR254W","chrIV"
"1249","YDR255C","chrIV"
"1250","YDR256C","chrIV"
"1251","YDR257C","chrIV"
"1252","YDR258C","chrIV"
"1253","YDR259C","chrIV"
"1254","YDR260C","chrIV"
"1255","YDR261C","chrIV"
"1256","YDR261W-B","chrIV"
"1257","YDR262W","chrIV"
"1258","YDR263C","chrIV"
"1259","YDR264C","chrIV"
"1260","YDR265W","chrIV"
"1261","YDR266C","chrIV"
"1262","YDR267C","chrIV"
"1263","YDR268W","chrIV"
"1264","YDR270W","chrIV"
"1265","YDR272W","chrIV"
"1266","YDR273W","chrIV"
"1267","YDR274C","chrIV"
"1268","YDR275W","chrIV"
"1269","YDR276C","chrIV"
"1270","YDR277C","chrIV"
"1271","YDR278C","chrIV"
"1272","YDR279W","chrIV"
"1273","YDR280W","chrIV"
"1274","YDR281C","chrIV"
"1275","YDR282C","chrIV"
"1276","YDR283C","chrIV"
"1277","YDR284C","chrIV"
"1278","YDR285W","chrIV"
"1279","YDR286C","chrIV"
"1280","YDR287W","chrIV"
"1281","YDR288W","chrIV"
"1282","YDR289C","chrIV"
"1283","YDR291W","chrIV"
"1284","YDR292C","chrIV"
"1285","YDR293C","chrIV"
"1286","YDR294C","chrIV"
"1287","YDR295C","chrIV"
"1288","YDR296W","chrIV"
"1289","YDR297W","chrIV"
"1290","YDR298C","chrIV"
"1291","YDR299W","chrIV"
"1292","YDR300C","chrIV"
"1293","YDR301W","chrIV"
"1294","YDR302W","chrIV"
"1295","YDR303C","chrIV"
"1296","YDR304C","chrIV"
"1297","YDR305C","chrIV"
"1298","YDR306C","chrIV"
"1299","YDR307W","chrIV"
"1300","YDR308C","chrIV"
"1301","YDR309C","chrIV"
"1302","YDR310C","chrIV"
"1303","YDR311W","chrIV"
"1304","YDR312W","chrIV"
"1305","YDR313C","chrIV"
"1306","YDR314C","chrIV"
"1307","YDR315C","chrIV"
"1308","YDR316W","chrIV"
"1309","YDR317W","chrIV"
"1310","YDR318W","chrIV"
"1311","YDR319C","chrIV"
"1312","YDR320C","chrIV"
"1313","YDR320C-A","chrIV"
"1314","YDR320W-B","chrIV"
"1315","YDR321W","chrIV"
"1316","YDR322C-A","chrIV"
"1317","YDR322W","chrIV"
"1318","YDR323C","chrIV"
"1319","YDR324C","chrIV"
"1320","YDR325W","chrIV"
"1321","YDR326C","chrIV"
"1322","YDR327W","chrIV"
"1323","YDR328C","chrIV"
"1324","YDR329C","chrIV"
"1325","YDR330W","chrIV"
"1326","YDR331W","chrIV"
"1327","YDR332W","chrIV"
"1328","YDR333C","chrIV"
"1329","YDR334W","chrIV"
"1330","YDR335W","chrIV"
"1331","YDR336W","chrIV"
"1332","YDR337W","chrIV"
"1333","YDR338C","chrIV"
"1334","YDR339C","chrIV"
"1335","YDR340W","chrIV"
"1336","YDR341C","chrIV"
"1337","YDR342C","chrIV"
"1338","YDR343C","chrIV"
"1339","YDR344C","chrIV"
"1340","YDR345C","chrIV"
"1341","YDR346C","chrIV"
"1342","YDR347W","chrIV"
"1343","YDR348C","chrIV"
"1344","YDR349C","chrIV"
"1345","YDR350C","chrIV"
"1346","YDR351W","chrIV"
"1347","YDR352W","chrIV"
"1348","YDR353W","chrIV"
"1349","YDR354W","chrIV"
"1350","YDR356W","chrIV"
"1351","YDR357C","chrIV"
"1352","YDR358W","chrIV"
"1353","YDR359C","chrIV"
"1354","YDR360W","chrIV"
"1355","YDR361C","chrIV"
"1356","YDR362C","chrIV"
"1357","YDR363W","chrIV"
"1358","YDR363W-A","chrIV"
"1359","YDR364C","chrIV"
"1360","YDR365C","chrIV"
"1361","YDR366C","chrIV"
"1362","YDR367W","chrIV"
"1363","YDR368W","chrIV"
"1364","YDR369C","chrIV"
"1365","YDR370C","chrIV"
"1366","YDR371W","chrIV"
"1367","YDR372C","chrIV"
"1368","YDR373W","chrIV"
"1369","YDR374C","chrIV"
"1370","YDR374W-A","chrIV"
"1371","YDR375C","chrIV"
"1372","YDR376W","chrIV"
"1373","YDR377W","chrIV"
"1374","YDR378C","chrIV"
"1375","YDR379C-A","chrIV"
"1376","YDR379W","chrIV"
"1377","YDR380W","chrIV"
"1378","YDR381C-A","chrIV"
"1379","YDR381W","chrIV"
"1380","YDR382W","chrIV"
"1381","YDR383C","chrIV"
"1382","YDR384C","chrIV"
"1383","YDR385W","chrIV"
"1384","YDR386W","chrIV"
"1385","YDR387C","chrIV"
"1386","YDR388W","chrIV"
"1387","YDR389W","chrIV"
"1388","YDR390C","chrIV"
"1389","YDR391C","chrIV"
"1390","YDR392W","chrIV"
"1391","YDR393W","chrIV"
"1392","YDR394W","chrIV"
"1393","YDR395W","chrIV"
"1394","YDR396W","chrIV"
"1395","YDR397C","chrIV"
"1396","YDR398W","chrIV"
"1397","YDR399W","chrIV"
"1398","YDR400W","chrIV"
"1399","YDR402C","chrIV"
"1400","YDR403W","chrIV"
"1401","YDR404C","chrIV"
"1402","YDR405W","chrIV"
"1403","YDR406W","chrIV"
"1405","YDR407C","chrIV"
"1406","YDR408C","chrIV"
"1407","YDR409W","chrIV"
"1408","YDR410C","chrIV"
"1409","YDR411C","chrIV"
"1410","YDR412W","chrIV"
"1411","YDR413C","chrIV"
"1412","YDR414C","chrIV"
"1413","YDR415C","chrIV"
"1414","YDR416W","chrIV"
"1415","YDR417C","chrIV"
"1416","YDR418W","chrIV"
"1417","YDR419W","chrIV"
"1418","YDR420W","chrIV"
"1419","YDR421W","chrIV"
"1420","YDR422C","chrIV"
"1421","YDR423C","chrIV"
"1422","YDR424C","chrIV"
"1423","YDR425W","chrIV"
"1424","YDR426C","chrIV"
"1425","YDR427W","chrIV"
"1426","YDR428C","chrIV"
"1427","YDR429C","chrIV"
"1428","YDR430C","chrIV"
"1429","YDR432W","chrIV"
"1431","YDR434W","chrIV"
"1432","YDR435C","chrIV"
"1433","YDR436W","chrIV"
"1434","YDR437W","chrIV"
"1435","YDR438W","chrIV"
"1436","YDR439W","chrIV"
"1437","YDR440W","chrIV"
"1438","YDR441C","chrIV"
"1439","YDR442W","chrIV"
"1440","YDR443C","chrIV"
"1441","YDR444W","chrIV"
"1442","YDR446W","chrIV"
"1443","YDR447C","chrIV"
"1444","YDR448W","chrIV"
"1445","YDR449C","chrIV"
"1446","YDR450W","chrIV"
"1447","YDR451C","chrIV"
"1448","YDR452W","chrIV"
"1449","YDR453C","chrIV"
"1450","YDR454C","chrIV"
"1451","YDR455C","chrIV"
"1452","YDR456W","chrIV"
"1453","YDR457W","chrIV"
"1454","YDR458C","chrIV"
"1455","YDR459C","chrIV"
"1456","YDR460W","chrIV"
"1457","YDR461C-A","chrIV"
"1458","YDR461W","chrIV"
"1459","YDR462W","chrIV"
"1460","YDR463W","chrIV"
"1461","YDR464W","chrIV"
"1462","YDR465C","chrIV"
"1463","YDR466W","chrIV"
"1464","YDR467C","chrIV"
"1465","YDR468C","chrIV"
"1466","YDR469W","chrIV"
"1467","YDR470C","chrIV"
"1468","YDR471W","chrIV"
"1469","YDR472W","chrIV"
"1470","YDR473C","chrIV"
"1471","YDR475C","chrIV"
"1472","YDR476C","chrIV"
"1473","YDR477W","chrIV"
"1474","YDR478W","chrIV"
"1475","YDR479C","chrIV"
"1476","YDR480W","chrIV"
"1477","YDR481C","chrIV"
"1478","YDR482C","chrIV"
"1479","YDR483W","chrIV"
"1480","YDR484W","chrIV"
"1481","YDR485C","chrIV"
"1482","YDR486C","chrIV"
"1483","YDR487C","chrIV"
"1484","YDR488C","chrIV"
"1485","YDR489W","chrIV"
"1486","YDR490C","chrIV"
"1487","YDR491C","chrIV"
"1488","YDR492W","chrIV"
"1489","YDR493W","chrIV"
"1490","YDR494W","chrIV"
"1491","YDR495C","chrIV"
"1492","YDR496C","chrIV"
"1493","YDR497C","chrIV"
"1494","YDR498C","chrIV"
"1495","YDR499W","chrIV"
"1496","YDR500C","chrIV"
"1497","YDR501W","chrIV"
"1498","YDR502C","chrIV"
"1499","YDR503C","chrIV"
"1500","YDR504C","chrIV"
"1501","YDR505C","chrIV"
"1502","YDR506C","chrIV"
"1503","YDR507C","chrIV"
"1504","YDR508C","chrIV"
"1505","YDR510C-A","chrIV"
"1506","YDR510W","chrIV"
"1507","YDR511W","chrIV"
"1508","YDR512C","chrIV"
"1509","YDR513W","chrIV"
"1510","YDR514C","chrIV"
"1511","YDR515W","chrIV"
"1512","YDR516C","chrIV"
"1513","YDR517W","chrIV"
"1514","YDR518W","chrIV"
"1515","YDR519W","chrIV"
"1516","YDR520C","chrIV"
"1517","YDR522C","chrIV"
"1518","YDR523C","chrIV"
"1519","YDR524C","chrIV"
"1520","YDR524C-A","chrIV"
"1521","YDR524C-B","chrIV"
"1522","YDR524W-C","chrIV"
"1523","YDR525W","chrIV"
"1524","YDR525W-A","chrIV"
"1525","YDR526C","chrIV"
"1526","YDR527W","chrIV"
"1527","YDR528W","chrIV"
"1528","YDR529C","chrIV"
"1529","YDR530C","chrIV"
"1530","YDR531W","chrIV"
"1531","YDR532C","chrIV"
"1532","YDR533C","chrIV"
"1533","YDR534C","chrIV"
"1534","YDR535C","chrIV"
"1535","YDR536W","chrIV"
"1536","YDR537C","chrIV"
"1537","YDR538W","chrIV"
"1538","YDR539W","chrIV"
"1539","YDR540C","chrIV"
"1540","YDR541C","chrIV"
"1541","YDR542W","chrIV"
"1542","YDR543C","chrIV"
"1543","YEL001C","chrV"
"1544","YEL002C","chrV"
"1545","YEL003W","chrV"
"1546","YEL004W","chrV"
"1547","YEL005C","chrV"
"1548","YEL006W","chrV"
"1549","YEL007W","chrV"
"1550","YEL008W","chrV"
"1551","YEL009C","chrV"
"1552","YEL009C-A","chrV"
"1553","YEL010W","chrV"
"1554","YEL011W","chrV"
"1555","YEL012W","chrV"
"1556","YEL013W","chrV"
"1557","YEL014C","chrV"
"1558","YEL015W","chrV"
"1559","YEL016C","chrV"
"1560","YEL017C-A","chrV"
"1561","YEL017W","chrV"
"1562","YEL018W","chrV"
"1563","YEL019C","chrV"
"1564","YEL020C","chrV"
"1565","YEL020C-B","chrV"
"1566","YEL020W-A","chrV"
"1567","YEL022W","chrV"
"1568","YEL023C","chrV"
"1569","YEL024W","chrV"
"1570","YEL025C","chrV"
"1571","YEL026W","chrV"
"1572","YEL027W","chrV"
"1573","YEL028W","chrV"
"1574","YEL029C","chrV"
"1575","YEL030C-A","chrV"
"1576","YEL030W","chrV"
"1577","YEL031W","chrV"
"1578","YEL032W","chrV"
"1579","YEL033W","chrV"
"1580","YEL034C-A","chrV"
"1581","YEL035C","chrV"
"1582","YEL036C","chrV"
"1583","YEL037C","chrV"
"1584","YEL038W","chrV"
"1585","YEL039C","chrV"
"1586","YEL040W","chrV"
"1587","YEL041W","chrV"
"1588","YEL042W","chrV"
"1589","YEL043W","chrV"
"1590","YEL044W","chrV"
"1591","YEL045C","chrV"
"1592","YEL046C","chrV"
"1593","YEL047C","chrV"
"1594","YEL048C","chrV"
"1595","YEL049W","chrV"
"1596","YEL050C","chrV"
"1597","YEL050W-A","chrV"
"1598","YEL051W","chrV"
"1599","YEL052W","chrV"
"1600","YEL053C","chrV"
"1601","YEL053W-A","chrV"
"1602","YEL054C","chrV"
"1603","YEL055C","chrV"
"1604","YEL056W","chrV"
"1605","YEL057C","chrV"
"1606","YEL058W","chrV"
"1607","YEL059C-A","chrV"
"1608","YEL059W","chrV"
"1609","YEL060C","chrV"
"1610","YEL061C","chrV"
"1611","YEL062W","chrV"
"1612","YEL063C","chrV"
"1613","YEL064C","chrV"
"1614","YEL065W","chrV"
"1615","YEL066W","chrV"
"1616","YEL067C","chrV"
"1617","YEL068C","chrV"
"1618","YEL069C","chrV"
"1619","YEL070W","chrV"
"1620","YEL071W","chrV"
"1621","YEL072W","chrV"
"1622","YEL073C","chrV"
"1623","YEL074W","chrV"
"1625","YEL077C","chrV"
"1626","YER001W","chrV"
"1627","YER002W","chrV"
"1628","YER003C","chrV"
"1629","YER004W","chrV"
"1630","YER005W","chrV"
"1631","YER006C-A","chrV"
"1632","YER006W","chrV"
"1633","YER007C-A","chrV"
"1634","YER007W","chrV"
"1635","YER008C","chrV"
"1636","YER009W","chrV"
"1637","YER010C","chrV"
"1638","YER011W","chrV"
"1639","YER012W","chrV"
"1640","YER013W","chrV"
"1641","YER014W","chrV"
"1642","YER015W","chrV"
"1643","YER016W","chrV"
"1644","YER017C","chrV"
"1645","YER018C","chrV"
"1646","YER019C-A","chrV"
"1647","YER019W","chrV"
"1648","YER020W","chrV"
"1649","YER021W","chrV"
"1650","YER022W","chrV"
"1651","YER023W","chrV"
"1652","YER024W","chrV"
"1653","YER025W","chrV"
"1654","YER026C","chrV"
"1655","YER027C","chrV"
"1656","YER028C","chrV"
"1657","YER029C","chrV"
"1658","YER030W","chrV"
"1659","YER031C","chrV"
"1660","YER032W","chrV"
"1661","YER033C","chrV"
"1662","YER034W","chrV"
"1663","YER035W","chrV"
"1664","YER036C","chrV"
"1665","YER037W","chrV"
"1666","YER038C","chrV"
"1667","YER039C","chrV"
"1668","YER039C-A","chrV"
"1669","YER040W","chrV"
"1670","YER041W","chrV"
"1671","YER042W","chrV"
"1672","YER043C","chrV"
"1673","YER044C","chrV"
"1674","YER044C-A","chrV"
"1675","YER045C","chrV"
"1676","YER046W","chrV"
"1677","YER047C","chrV"
"1678","YER048C","chrV"
"1679","YER048W-A","chrV"
"1680","YER049W","chrV"
"1681","YER050C","chrV"
"1682","YER051W","chrV"
"1683","YER052C","chrV"
"1684","YER053C","chrV"
"1685","YER053C-A","chrV"
"1686","YER054C","chrV"
"1687","YER055C","chrV"
"1688","YER056C","chrV"
"1689","YER056C-A","chrV"
"1690","YER057C","chrV"
"1691","YER058W","chrV"
"1692","YER059W","chrV"
"1693","YER060W","chrV"
"1694","YER060W-A","chrV"
"1695","YER061C","chrV"
"1696","YER062C","chrV"
"1697","YER063W","chrV"
"1698","YER064C","chrV"
"1699","YER065C","chrV"
"1700","YER066C-A","chrV"
"1701","YER066W","chrV"
"1702","YER067C-A","chrV"
"1703","YER068C-A","chrV"
"1704","YER068W","chrV"
"1705","YER069W","chrV"
"1706","YER070W","chrV"
"1707","YER071C","chrV"
"1708","YER072W","chrV"
"1709","YER073W","chrV"
"1710","YER074W","chrV"
"1711","YER074W-A","chrV"
"1712","YER075C","chrV"
"1713","YER076C","chrV"
"1714","YER076W-A","chrV"
"1715","YER077C","chrV"
"1716","YER078C","chrV"
"1717","YER078W-A","chrV"
"1718","YER079C-A","chrV"
"1719","YER079W","chrV"
"1720","YER080W","chrV"
"1721","YER081W","chrV"
"1722","YER082C","chrV"
"1723","YER083C","chrV"
"1724","YER084W","chrV"
"1725","YER084W-A","chrV"
"1726","YER086W","chrV"
"1727","YER087C-A","chrV"
"1728","YER087C-B","chrV"
"1729","YER087W","chrV"
"1730","YER088C","chrV"
"1732","YER089C","chrV"
"1733","YER090W","chrV"
"1734","YER091C","chrV"
"1735","YER091C-A","chrV"
"1736","YER092W","chrV"
"1737","YER093C","chrV"
"1738","YER093C-A","chrV"
"1739","YER094C","chrV"
"1740","YER095W","chrV"
"1741","YER096W","chrV"
"1743","YER098W","chrV"
"1744","YER099C","chrV"
"1745","YER100W","chrV"
"1746","YER101C","chrV"
"1747","YER102W","chrV"
"1748","YER103W","chrV"
"1749","YER104W","chrV"
"1750","YER105C","chrV"
"1751","YER106W","chrV"
"1752","YER107C","chrV"
"1753","YER107W-A","chrV"
"1754","YER109C","chrV"
"1755","YER110C","chrV"
"1756","YER111C","chrV"
"1757","YER112W","chrV"
"1758","YER113C","chrV"
"1759","YER114C","chrV"
"1760","YER115C","chrV"
"1761","YER116C","chrV"
"1762","YER117W","chrV"
"1763","YER118C","chrV"
"1764","YER119C","chrV"
"1765","YER119C-A","chrV"
"1766","YER120W","chrV"
"1767","YER121W","chrV"
"1768","YER122C","chrV"
"1769","YER123W","chrV"
"1770","YER124C","chrV"
"1771","YER125W","chrV"
"1772","YER126C","chrV"
"1773","YER127W","chrV"
"1774","YER128W","chrV"
"1775","YER129W","chrV"
"1776","YER130C","chrV"
"1777","YER131W","chrV"
"1778","YER132C","chrV"
"1779","YER133W","chrV"
"1780","YER133W-A","chrV"
"1781","YER134C","chrV"
"1782","YER135C","chrV"
"1783","YER136W","chrV"
"1784","YER137C","chrV"
"1785","YER138W-A","chrV"
"1786","YER139C","chrV"
"1787","YER140W","chrV"
"1788","YER141W","chrV"
"1789","YER142C","chrV"
"1790","YER143W","chrV"
"1791","YER144C","chrV"
"1792","YER145C","chrV"
"1793","YER145C-A","chrV"
"1794","YER146W","chrV"
"1795","YER147C","chrV"
"1796","YER147C-A","chrV"
"1797","YER148W","chrV"
"1798","YER148W-A","chrV"
"1799","YER149C","chrV"
"1800","YER150W","chrV"
"1801","YER151C","chrV"
"1802","YER152C","chrV"
"1803","YER153C","chrV"
"1804","YER154W","chrV"
"1805","YER155C","chrV"
"1806","YER156C","chrV"
"1807","YER157W","chrV"
"1808","YER158C","chrV"
"1809","YER158W-A","chrV"
"1810","YER159C","chrV"
"1811","YER161C","chrV"
"1812","YER162C","chrV"
"1813","YER163C","chrV"
"1814","YER164W","chrV"
"1815","YER165C-A","chrV"
"1816","YER165W","chrV"
"1817","YER166W","chrV"
"1818","YER167W","chrV"
"1819","YER168C","chrV"
"1820","YER169W","chrV"
"1821","YER170W","chrV"
"1822","YER171W","chrV"
"1823","YER172C","chrV"
"1824","YER173W","chrV"
"1825","YER174C","chrV"
"1826","YER175C","chrV"
"1827","YER175W-A","chrV"
"1828","YER176W","chrV"
"1829","YER177W","chrV"
"1830","YER178W","chrV"
"1831","YER179W","chrV"
"1832","YER180C","chrV"
"1833","YER180C-A","chrV"
"1834","YER181C","chrV"
"1835","YER182W","chrV"
"1836","YER183C","chrV"
"1837","YER184C","chrV"
"1838","YER185W","chrV"
"1839","YER186C","chrV"
"1840","YER187W","chrV"
"1841","YER188C-A","chrV"
"1842","YER188W","chrV"
"1844","YFL001W","chrVI"
"1845","YFL002C","chrVI"
"1846","YFL003C","chrVI"
"1847","YFL004W","chrVI"
"1848","YFL005W","chrVI"
"1849","YFL007W","chrVI"
"1850","YFL008W","chrVI"
"1851","YFL009W","chrVI"
"1852","YFL010C","chrVI"
"1853","YFL010W-A","chrVI"
"1854","YFL011W","chrVI"
"1855","YFL012W","chrVI"
"1856","YFL013C","chrVI"
"1857","YFL014W","chrVI"
"1858","YFL015C","chrVI"
"1859","YFL016C","chrVI"
"1860","YFL017C","chrVI"
"1861","YFL017W-A","chrVI"
"1862","YFL018C","chrVI"
"1863","YFL019C","chrVI"
"1864","YFL020C","chrVI"
"1865","YFL021C-A","chrVI"
"1866","YFL021W","chrVI"
"1867","YFL022C","chrVI"
"1868","YFL023W","chrVI"
"1869","YFL024C","chrVI"
"1870","YFL025C","chrVI"
"1871","YFL026W","chrVI"
"1872","YFL027C","chrVI"
"1873","YFL028C","chrVI"
"1874","YFL029C","chrVI"
"1875","YFL030W","chrVI"
"1876","YFL031C-A","chrVI"
"1877","YFL031W","chrVI"
"1879","YFL033C","chrVI"
"1880","YFL034C-A","chrVI"
"1881","YFL034C-B","chrVI"
"1882","YFL034W","chrVI"
"1883","YFL036W","chrVI"
"1884","YFL037W","chrVI"
"1885","YFL038C","chrVI"
"1886","YFL039C","chrVI"
"1887","YFL040W","chrVI"
"1888","YFL041W","chrVI"
"1889","YFL041W-A","chrVI"
"1890","YFL042C","chrVI"
"1891","YFL044C","chrVI"
"1892","YFL045C","chrVI"
"1893","YFL046W","chrVI"
"1894","YFL047W","chrVI"
"1895","YFL048C","chrVI"
"1896","YFL049W","chrVI"
"1897","YFL050C","chrVI"
"1898","YFL051C","chrVI"
"1899","YFL052W","chrVI"
"1900","YFL053W","chrVI"
"1901","YFL054C","chrVI"
"1902","YFL055W","chrVI"
