"","GENEID","TXCHROM"
"989","YDR003W-A","chrIV"
"990","YDR004W","chrIV"
"991","YDR005C","chrIV"
"992","YDR006C","chrIV"
"993","YDR007W","chrIV"
"994","YDR008C","chrIV"
"995","YDR009W","chrIV"
"996","YDR010C","chrIV"
"997","YDR011W","chrIV"
"998","YDR012W","chrIV"
"999","YDR013W","chrIV"
"1000","YDR014W","chrIV"
"1001","YDR014W-A","chrIV"
"1002","YDR016C","chrIV"
"1003","YDR017C","chrIV"
"1004","YDR018C","chrIV"
"1005","YDR019C","chrIV"
"1006","YDR020C","chrIV"
"1007","YDR021W","chrIV"
"1008","YDR022C","chrIV"
"1009","YDR023W","chrIV"
"1010","YDR024W","chrIV"
"1011","YDR025W","chrIV"
"1012","YDR026C","chrIV"
"1013","YDR027C","chrIV"
"1014","YDR028C","chrIV"
"1015","YDR029W","chrIV"
"1016","YDR030C","chrIV"
"1017","YDR031W","chrIV"
"1018","YDR032C","chrIV"
"1019","YDR033W","chrIV"
"1020","YDR034C","chrIV"
"1021","YDR034C-A","chrIV"
"1022","YDR034C-D","chrIV"
"1023","YDR034W-B","chrIV"
"1024","YDR035W","chrIV"
"1025","YDR036C","chrIV"
"1026","YDR037W","chrIV"
"1027","YDR038C","chrIV"
"1028","YDR040C","chrIV"
"1029","YDR041W","chrIV"
"1030","YDR042C","chrIV"
"1031","YDR043C","chrIV"
"1032","YDR044W","chrIV"
"1033","YDR045C","chrIV"
"1034","YDR046C","chrIV"
"1035","YDR047W","chrIV"
"1036","YDR048C","chrIV"
"1037","YDR049W","chrIV"
"1038","YDR050C","chrIV"
"1039","YDR051C","chrIV"
"1040","YDR052C","chrIV"
"1041","YDR054C","chrIV"
"1042","YDR055W","chrIV"
"1043","YDR056C","chrIV"
"1044","YDR057W","chrIV"
"1045","YDR058C","chrIV"
"1046","YDR059C","chrIV"
"1047","YDR060W","chrIV"
"1048","YDR061W","chrIV"
"1049","YDR062W","chrIV"
"1050","YDR063W","chrIV"
"1051","YDR064W","chrIV"
"1052","YDR065W","chrIV"
"1053","YDR066C","chrIV"
"1054","YDR067C","chrIV"
"1055","YDR068W","chrIV"
"1056","YDR069C","chrIV"
"1057","YDR070C","chrIV"
"1058","YDR071C","chrIV"
"1059","YDR072C","chrIV"
"1060","YDR073W","chrIV"
"1061","YDR074W","chrIV"
"1062","YDR075W","chrIV"
"1063","YDR076W","chrIV"
"1064","YDR077W","chrIV"
"1065","YDR078C","chrIV"
"1066","YDR079C-A","chrIV"
"1067","YDR079W","chrIV"
"1068","YDR080W","chrIV"
"1069","YDR081C","chrIV"
"1070","YDR082W","chrIV"
"1071","YDR083W","chrIV"
"1072","YDR084C","chrIV"
"1073","YDR085C","chrIV"
"1074","YDR086C","chrIV"
"1075","YDR087C","chrIV"
"1076","YDR088C","chrIV"
"1077","YDR089W","chrIV"
"1078","YDR090C","chrIV"
"1079","YDR091C","chrIV"
"1080","YDR092W","chrIV"
"1081","YDR093W","chrIV"
"1082","YDR095C","chrIV"
"1083","YDR096W","chrIV"
"1084","YDR097C","chrIV"
"1085","YDR098C","chrIV"
"1086","YDR099W","chrIV"
"1087","YDR100W","chrIV"
"1088","YDR101C","chrIV"
"1089","YDR102C","chrIV"
"1090","YDR103W","chrIV"
"1091","YDR104C","chrIV"
"1092","YDR105C","chrIV"
"1093","YDR106W","chrIV"
"1094","YDR107C","chrIV"
"1095","YDR108W","chrIV"
"1096","YDR109C","chrIV"
"1097","YDR110W","chrIV"
"1098","YDR111C","chrIV"
"1099","YDR112W","chrIV"
"1100","YDR113C","chrIV"
"1101","YDR114C","chrIV"
"1102","YDR115W","chrIV"
"1103","YDR116C","chrIV"
"1104","YDR117C","chrIV"
"1105","YDR118W","chrIV"
"1107","YDR119W","chrIV"
"1108","YDR119W-A","chrIV"
"1109","YDR120C","chrIV"
"1110","YDR121W","chrIV"
"1111","YDR122W","chrIV"
"1112","YDR123C","chrIV"
"1113","YDR124W","chrIV"
"1114","YDR125C","chrIV"
"1115","YDR126W","chrIV"
"1116","YDR127W","chrIV"
"1117","YDR128W","chrIV"
"1118","YDR129C","chrIV"
"1119","YDR130C","chrIV"
"1120","YDR131C","chrIV"
"1121","YDR132C","chrIV"
"1123","YDR134C","chrIV"
"1124","YDR135C","chrIV"
"1125","YDR136C","chrIV"
"1126","YDR137W","chrIV"
"1127","YDR138W","chrIV"
"1128","YDR139C","chrIV"
"1129","YDR140W","chrIV"
"1130","YDR141C","chrIV"
"1131","YDR142C","chrIV"
"1132","YDR143C","chrIV"
"1133","YDR144C","chrIV"
"1134","YDR145W","chrIV"
"1135","YDR146C","chrIV"
"1136","YDR147W","chrIV"
"1137","YDR148C","chrIV"
"1138","YDR150W","chrIV"
"1139","YDR151C","chrIV"
"1140","YDR152W","chrIV"
"1141","YDR153C","chrIV"
"1143","YDR155C","chrIV"
"1144","YDR156W","chrIV"
"1146","YDR158W","chrIV"
"1147","YDR159W","chrIV"
"1148","YDR160W","chrIV"
"1149","YDR161W","chrIV"
"1150","YDR162C","chrIV"
"1151","YDR163W","chrIV"
"1152","YDR164C","chrIV"
"1153","YDR165W","chrIV"
"1154","YDR166C","chrIV"
"1155","YDR167W","chrIV"
"1156","YDR168W","chrIV"
"1157","YDR169C","chrIV"
"1158","YDR169C-A","chrIV"
"1159","YDR170C","chrIV"
"1160","YDR170W-A","chrIV"
"1161","YDR171W","chrIV"
"1162","YDR172W","chrIV"
"1163","YDR173C","chrIV"
"1164","YDR174W","chrIV"
"1165","YDR175C","chrIV"
"1166","YDR176W","chrIV"
"1167","YDR177W","chrIV"
"1168","YDR178W","chrIV"
"1169","YDR179C","chrIV"
"1170","YDR179W-A","chrIV"
"1171","YDR180W","chrIV"
"1172","YDR181C","chrIV"
"1173","YDR182W","chrIV"
"1174","YDR182W-A","chrIV"
"1176","YDR183W","chrIV"
"1177","YDR184C","chrIV"
"1178","YDR185C","chrIV"
"1179","YDR186C","chrIV"
"1180","YDR187C","chrIV"
"1181","YDR188W","chrIV"
"1182","YDR189W","chrIV"
"1183","YDR190C","chrIV"
"1184","YDR191W","chrIV"
"1185","YDR192C","chrIV"
"1186","YDR194C","chrIV"
"1187","YDR195W","chrIV"
"1188","YDR196C","chrIV"
"1189","YDR197W","chrIV"
"1190","YDR198C","chrIV"
"1191","YDR199W","chrIV"
"1192","YDR200C","chrIV"
"1193","YDR201W","chrIV"
"1194","YDR202C","chrIV"
"1195","YDR204W","chrIV"
"1196","YDR205W","chrIV"
"1197","YDR206W","chrIV"
"1198","YDR207C","chrIV"
"1199","YDR208W","chrIV"
"1200","YDR209C","chrIV"
"1201","YDR210W-B","chrIV"
"1202","YDR211W","chrIV"
"1203","YDR212W","chrIV"
"1204","YDR213W","chrIV"
"1205","YDR214W","chrIV"
"1206","YDR215C","chrIV"
"1207","YDR216W","chrIV"
"1208","YDR217C","chrIV"
"1209","YDR218C","chrIV"
"1210","YDR219C","chrIV"
"1211","YDR220C","chrIV"
"1212","YDR221W","chrIV"
"1213","YDR222W","chrIV"
"1214","YDR223W","chrIV"
"1215","YDR224C","chrIV"
"1216","YDR225W","chrIV"
"1217","YDR226W","chrIV"
"1218","YDR227W","chrIV"
"1219","YDR228C","chrIV"
"1220","YDR229W","chrIV"
"1221","YDR230W","chrIV"
"1222","YDR231C","chrIV"
"1223","YDR232W","chrIV"
"1224","YDR233C","chrIV"
"1225","YDR234W","chrIV"
"1226","YDR235W","chrIV"
"1227","YDR236C","chrIV"
"1228","YDR237W","chrIV"
"1229","YDR238C","chrIV"
"1230","YDR239C","chrIV"
"1231","YDR240C","chrIV"
"1232","YDR241W","chrIV"
"1233","YDR242W","chrIV"
"1234","YDR243C","chrIV"
"1235","YDR244W","chrIV"
"1236","YDR245W","chrIV"
"1237","YDR246W","chrIV"
"1238","YDR246W-A","chrIV"
"1239","YDR247W","chrIV"
"1240","YDR248C","chrIV"
"1241","YDR249C","chrIV"
"1242","YDR250C","chrIV"
"1243","YDR251W","chrIV"
"1244","YDR252W","chrIV"
"1245","YDR253C","chrIV"
"1246","YDR254W","chrIV"
"1247","YDR255C","chrIV"
"1248","YDR256C","chrIV"
"1249","YDR257C","chrIV"
"1250","YDR258C","chrIV"
"1251","YDR259C","chrIV"
"1252","YDR260C","chrIV"
"1253","YDR261C","chrIV"
"1254","YDR261W-B","chrIV"
"1255","YDR262W","chrIV"
"1256","YDR263C","chrIV"
"1257","YDR264C","chrIV"
"1258","YDR265W","chrIV"
"1259","YDR266C","chrIV"
"1260","YDR267C","chrIV"
"1261","YDR268W","chrIV"
"1262","YDR270W","chrIV"
"1263","YDR272W","chrIV"
"1264","YDR273W","chrIV"
"1265","YDR274C","chrIV"
"1266","YDR275W","chrIV"
"1267","YDR276C","chrIV"
"1268","YDR277C","chrIV"
"1269","YDR278C","chrIV"
"1270","YDR279W","chrIV"
"1271","YDR280W","chrIV"
"1272","YDR281C","chrIV"
"1273","YDR282C","chrIV"
"1274","YDR283C","chrIV"
"1275","YDR284C","chrIV"
"1276","YDR285W","chrIV"
"1277","YDR286C","chrIV"
"1278","YDR287W","chrIV"
"1279","YDR288W","chrIV"
"1280","YDR289C","chrIV"
"1281","YDR291W","chrIV"
"1282","YDR292C","chrIV"
"1283","YDR293C","chrIV"
"1284","YDR294C","chrIV"
"1285","YDR295C","chrIV"
"1286","YDR296W","chrIV"
"1287","YDR297W","chrIV"
"1288","YDR298C","chrIV"
"1289","YDR299W","chrIV"
"1290","YDR300C","chrIV"
"1291","YDR301W","chrIV"
"1292","YDR302W","chrIV"
"1293","YDR303C","chrIV"
"1294","YDR304C","chrIV"
"1295","YDR305C","chrIV"
"1296","YDR306C","chrIV"
"1297","YDR307W","chrIV"
"1298","YDR308C","chrIV"
"1299","YDR309C","chrIV"
"1300","YDR310C","chrIV"
"1301","YDR311W","chrIV"
"1302","YDR312W","chrIV"
"1303","YDR313C","chrIV"
"1304","YDR314C","chrIV"
"1305","YDR315C","chrIV"
"1306","YDR316W","chrIV"
"1307","YDR317W","chrIV"
"1308","YDR318W","chrIV"
"1309","YDR319C","chrIV"
"1310","YDR320C","chrIV"
"1311","YDR320C-A","chrIV"
"1312","YDR320W-B","chrIV"
"1313","YDR321W","chrIV"
"1314","YDR322C-A","chrIV"
"1315","YDR322W","chrIV"
"1316","YDR323C","chrIV"
"1317","YDR324C","chrIV"
"1318","YDR325W","chrIV"
"1319","YDR326C","chrIV"
"1320","YDR327W","chrIV"
"1321","YDR328C","chrIV"
"1322","YDR329C","chrIV"
"1323","YDR330W","chrIV"
"1324","YDR331W","chrIV"
"1325","YDR332W","chrIV"
"1326","YDR333C","chrIV"
"1327","YDR334W","chrIV"
"1328","YDR335W","chrIV"
"1329","YDR336W","chrIV"
"1330","YDR337W","chrIV"
"1331","YDR338C","chrIV"
"1332","YDR339C","chrIV"
"1333","YDR340W","chrIV"
"1334","YDR341C","chrIV"
"1335","YDR342C","chrIV"
"1336","YDR343C","chrIV"
"1337","YDR344C","chrIV"
"1338","YDR345C","chrIV"
"1339","YDR346C","chrIV"
"1340","YDR347W","chrIV"
"1341","YDR348C","chrIV"
"1342","YDR349C","chrIV"
"1343","YDR350C","chrIV"
"1344","YDR351W","chrIV"
"1345","YDR352W","chrIV"
"1346","YDR353W","chrIV"
"1347","YDR354W","chrIV"
"1348","YDR356W","chrIV"
"1349","YDR357C","chrIV"
"1350","YDR358W","chrIV"
"1351","YDR359C","chrIV"
"1352","YDR360W","chrIV"
"1353","YDR361C","chrIV"
"1354","YDR362C","chrIV"
"1355","YDR363W","chrIV"
"1356","YDR363W-A","chrIV"
"1357","YDR364C","chrIV"
"1358","YDR365C","chrIV"
"1359","YDR366C","chrIV"
"1360","YDR367W","chrIV"
"1361","YDR368W","chrIV"
"1362","YDR369C","chrIV"
"1363","YDR370C","chrIV"
"1364","YDR371W","chrIV"
"1365","YDR372C","chrIV"
"1366","YDR373W","chrIV"
"1367","YDR374C","chrIV"
"1368","YDR374W-A","chrIV"
"1369","YDR375C","chrIV"
"1370","YDR376W","chrIV"
"1371","YDR377W","chrIV"
"1372","YDR378C","chrIV"
"1373","YDR379C-A","chrIV"
"1374","YDR379W","chrIV"
"1375","YDR380W","chrIV"
"1376","YDR381C-A","chrIV"
"1377","YDR381W","chrIV"
"1378","YDR382W","chrIV"
"1379","YDR383C","chrIV"
"1380","YDR384C","chrIV"
"1381","YDR385W","chrIV"
"1382","YDR386W","chrIV"
"1383","YDR387C","chrIV"
"1384","YDR388W","chrIV"
"1385","YDR389W","chrIV"
"1386","YDR390C","chrIV"
"1387","YDR391C","chrIV"
"1388","YDR392W","chrIV"
"1389","YDR393W","chrIV"
"1390","YDR394W","chrIV"
"1391","YDR395W","chrIV"
"1392","YDR396W","chrIV"
"1393","YDR397C","chrIV"
"1394","YDR398W","chrIV"
"1395","YDR399W","chrIV"
"1396","YDR400W","chrIV"
"1397","YDR402C","chrIV"
"1398","YDR403W","chrIV"
"1399","YDR404C","chrIV"
"1400","YDR405W","chrIV"
"1401","YDR406W","chrIV"
"1403","YDR407C","chrIV"
"1404","YDR408C","chrIV"
"1405","YDR409W","chrIV"
"1406","YDR410C","chrIV"
"1407","YDR411C","chrIV"
"1408","YDR412W","chrIV"
"1409","YDR413C","chrIV"
"1410","YDR414C","chrIV"
"1411","YDR415C","chrIV"
"1412","YDR416W","chrIV"
"1413","YDR417C","chrIV"
"1414","YDR418W","chrIV"
"1415","YDR419W","chrIV"
"1416","YDR420W","chrIV"
"1417","YDR421W","chrIV"
"1418","YDR422C","chrIV"
"1419","YDR423C","chrIV"
"1420","YDR424C","chrIV"
"1421","YDR425W","chrIV"
"1422","YDR426C","chrIV"
"1423","YDR427W","chrIV"
"1424","YDR428C","chrIV"
"1425","YDR429C","chrIV"
"1426","YDR430C","chrIV"
"1427","YDR432W","chrIV"
"1429","YDR434W","chrIV"
"1430","YDR435C","chrIV"
"1431","YDR436W","chrIV"
"1432","YDR437W","chrIV"
"1433","YDR438W","chrIV"
"1434","YDR439W","chrIV"
"1435","YDR440W","chrIV"
"1436","YDR441C","chrIV"
"1437","YDR442W","chrIV"
"1438","YDR443C","chrIV"
"1439","YDR444W","chrIV"
"1440","YDR446W","chrIV"
"1441","YDR447C","chrIV"
"1442","YDR448W","chrIV"
"1443","YDR449C","chrIV"
"1444","YDR450W","chrIV"
"1445","YDR451C","chrIV"
"1446","YDR452W","chrIV"
"1447","YDR453C","chrIV"
"1448","YDR454C","chrIV"
"1449","YDR455C","chrIV"
"1450","YDR456W","chrIV"
"1451","YDR457W","chrIV"
"1452","YDR458C","chrIV"
"1453","YDR459C","chrIV"
"1454","YDR460W","chrIV"
"1455","YDR461C-A","chrIV"
"1456","YDR461W","chrIV"
"1457","YDR462W","chrIV"
"1458","YDR463W","chrIV"
"1459","YDR464W","chrIV"
"1460","YDR465C","chrIV"
"1461","YDR466W","chrIV"
"1462","YDR467C","chrIV"
"1463","YDR468C","chrIV"
"1464","YDR469W","chrIV"
"1465","YDR470C","chrIV"
"1466","YDR471W","chrIV"
"1467","YDR472W","chrIV"
"1468","YDR473C","chrIV"
"1469","YDR475C","chrIV"
"1470","YDR476C","chrIV"
"1471","YDR477W","chrIV"
"1472","YDR478W","chrIV"
"1473","YDR479C","chrIV"
"1474","YDR480W","chrIV"
"1475","YDR481C","chrIV"
"1476","YDR482C","chrIV"
"1477","YDR483W","chrIV"
"1478","YDR484W","chrIV"
"1479","YDR485C","chrIV"
"1480","YDR486C","chrIV"
"1481","YDR487C","chrIV"
"1482","YDR488C","chrIV"
"1483","YDR489W","chrIV"
"1484","YDR490C","chrIV"
"1485","YDR491C","chrIV"
"1486","YDR492W","chrIV"
"1487","YDR493W","chrIV"
"1488","YDR494W","chrIV"
"1489","YDR495C","chrIV"
"1490","YDR496C","chrIV"
"1491","YDR497C","chrIV"
"1492","YDR498C","chrIV"
"1493","YDR499W","chrIV"
"1494","YDR500C","chrIV"
"1495","YDR501W","chrIV"
"1496","YDR502C","chrIV"
"1497","YDR503C","chrIV"
"1498","YDR504C","chrIV"
"1499","YDR505C","chrIV"
"1500","YDR506C","chrIV"
"1501","YDR507C","chrIV"
"1502","YDR508C","chrIV"
"1503","YDR510C-A","chrIV"
"1504","YDR510W","chrIV"
"1505","YDR511W","chrIV"
"1506","YDR512C","chrIV"
"1507","YDR513W","chrIV"
"1508","YDR514C","chrIV"
"1509","YDR515W","chrIV"
"1510","YDR516C","chrIV"
"1511","YDR517W","chrIV"
"1512","YDR518W","chrIV"
"1513","YDR519W","chrIV"
"1514","YDR520C","chrIV"
"1515","YDR522C","chrIV"
"1516","YDR523C","chrIV"
"1517","YDR524C","chrIV"
"1518","YDR524C-A","chrIV"
"1519","YDR524C-B","chrIV"
"1520","YDR524W-C","chrIV"
"1521","YDR525W","chrIV"
"1522","YDR525W-A","chrIV"
"1523","YDR526C","chrIV"
"1524","YDR527W","chrIV"
"1525","YDR528W","chrIV"
"1526","YDR529C","chrIV"
"1527","YDR530C","chrIV"
"1528","YDR531W","chrIV"
"1529","YDR532C","chrIV"
"1530","YDR533C","chrIV"
"1531","YDR534C","chrIV"
"1532","YDR535C","chrIV"
"1533","YDR536W","chrIV"
"1534","YDR537C","chrIV"
"1535","YDR538W","chrIV"
"1536","YDR539W","chrIV"
"1537","YDR540C","chrIV"
"1538","YDR541C","chrIV"
"1539","YDR542W","chrIV"
"1540","YDR543C","chrIV"
"1541","YEL001C","chrV"
"1542","YEL002C","chrV"
"1543","YEL003W","chrV"
"1544","YEL004W","chrV"
"1545","YEL005C","chrV"
"1546","YEL006W","chrV"
"1547","YEL007W","chrV"
"1548","YEL008W","chrV"
"1549","YEL009C","chrV"
"1550","YEL009C-A","chrV"
"1551","YEL010W","chrV"
"1552","YEL011W","chrV"
"1553","YEL012W","chrV"
"1554","YEL013W","chrV"
"1555","YEL014C","chrV"
"1556","YEL015W","chrV"
"1557","YEL016C","chrV"
"1558","YEL017C-A","chrV"
"1559","YEL017W","chrV"
"1560","YEL018W","chrV"
"1561","YEL019C","chrV"
"1562","YEL020C","chrV"
"1563","YEL020C-B","chrV"
"1564","YEL020W-A","chrV"
"1565","YEL022W","chrV"
"1566","YEL023C","chrV"
"1567","YEL024W","chrV"
"1568","YEL025C","chrV"
"1569","YEL026W","chrV"
"1570","YEL027W","chrV"
"1571","YEL028W","chrV"
"1572","YEL029C","chrV"
"1573","YEL030C-A","chrV"
"1574","YEL030W","chrV"
"1575","YEL031W","chrV"
"1576","YEL032W","chrV"
"1577","YEL033W","chrV"
"1578","YEL034C-A","chrV"
"1579","YEL035C","chrV"
"1580","YEL036C","chrV"
"1581","YEL037C","chrV"
"1582","YEL038W","chrV"
"1583","YEL039C","chrV"
"1584","YEL040W","chrV"
"1585","YEL041W","chrV"
"1586","YEL042W","chrV"
"1587","YEL043W","chrV"
"1588","YEL044W","chrV"
"1589","YEL045C","chrV"
"1590","YEL046C","chrV"
"1591","YEL047C","chrV"
"1592","YEL048C","chrV"
"1593","YEL049W","chrV"
"1594","YEL050C","chrV"
"1595","YEL050W-A","chrV"
"1596","YEL051W","chrV"
"1597","YEL052W","chrV"
"1598","YEL053C","chrV"
"1599","YEL053W-A","chrV"
"1600","YEL054C","chrV"
"1601","YEL055C","chrV"
"1602","YEL056W","chrV"
"1603","YEL057C","chrV"
"1604","YEL058W","chrV"
"1605","YEL059C-A","chrV"
"1606","YEL059W","chrV"
"1607","YEL060C","chrV"
"1608","YEL061C","chrV"
"1609","YEL062W","chrV"
"1610","YEL063C","chrV"
"1611","YEL064C","chrV"
"1612","YEL065W","chrV"
"1613","YEL066W","chrV"
"1614","YEL067C","chrV"
"1615","YEL068C","chrV"
"1616","YEL069C","chrV"
"1617","YEL070W","chrV"
"1618","YEL071W","chrV"
"1619","YEL072W","chrV"
"1620","YEL073C","chrV"
"1621","YEL074W","chrV"
"1623","YEL077C","chrV"
"1624","YER001W","chrV"
"1625","YER002W","chrV"
"1626","YER003C","chrV"
"1627","YER004W","chrV"
"1628","YER005W","chrV"
"1629","YER006C-A","chrV"
"1630","YER006W","chrV"
"1631","YER007C-A","chrV"
"1632","YER007W","chrV"
"1633","YER008C","chrV"
"1634","YER009W","chrV"
"1635","YER010C","chrV"
"1636","YER011W","chrV"
"1637","YER012W","chrV"
"1638","YER013W","chrV"
"1639","YER014W","chrV"
"1640","YER015W","chrV"
"1641","YER016W","chrV"
"1642","YER017C","chrV"
"1643","YER018C","chrV"
"1644","YER019C-A","chrV"
"1645","YER019W","chrV"
"1646","YER020W","chrV"
"1647","YER021W","chrV"
"1648","YER022W","chrV"
"1649","YER023W","chrV"
"1650","YER024W","chrV"
"1651","YER025W","chrV"
"1652","YER026C","chrV"
"1653","YER027C","chrV"
"1654","YER028C","chrV"
"1655","YER029C","chrV"
"1656","YER030W","chrV"
"1657","YER031C","chrV"
"1658","YER032W","chrV"
"1659","YER033C","chrV"
"1660","YER034W","chrV"
"1661","YER035W","chrV"
"1662","YER036C","chrV"
"1663","YER037W","chrV"
"1664","YER038C","chrV"
"1665","YER039C","chrV"
"1666","YER039C-A","chrV"
"1667","YER040W","chrV"
"1668","YER041W","chrV"
"1669","YER042W","chrV"
"1670","YER043C","chrV"
"1671","YER044C","chrV"
"1672","YER044C-A","chrV"
"1673","YER045C","chrV"
"1674","YER046W","chrV"
"1675","YER047C","chrV"
"1676","YER048C","chrV"
"1677","YER048W-A","chrV"
"1678","YER049W","chrV"
"1679","YER050C","chrV"
"1680","YER051W","chrV"
"1681","YER052C","chrV"
"1682","YER053C","chrV"
"1683","YER053C-A","chrV"
"1684","YER054C","chrV"
"1685","YER055C","chrV"
"1686","YER056C","chrV"
"1687","YER056C-A","chrV"
"1688","YER057C","chrV"
"1689","YER058W","chrV"
"1690","YER059W","chrV"
"1691","YER060W","chrV"
"1692","YER060W-A","chrV"
"1693","YER061C","chrV"
"1694","YER062C","chrV"
"1695","YER063W","chrV"
"1696","YER064C","chrV"
"1697","YER065C","chrV"
"1698","YER066C-A","chrV"
"1699","YER066W","chrV"
"1700","YER067C-A","chrV"
"1701","YER068C-A","chrV"
"1702","YER068W","chrV"
"1703","YER069W","chrV"
"1704","YER070W","chrV"
"1705","YER071C","chrV"
"1706","YER072W","chrV"
"1707","YER073W","chrV"
"1708","YER074W","chrV"
"1709","YER074W-A","chrV"
"1710","YER075C","chrV"
"1711","YER076C","chrV"
"1712","YER076W-A","chrV"
"1713","YER077C","chrV"
"1714","YER078C","chrV"
"1715","YER078W-A","chrV"
"1716","YER079C-A","chrV"
"1717","YER079W","chrV"
"1718","YER080W","chrV"
"1719","YER081W","chrV"
"1720","YER082C","chrV"
"1721","YER083C","chrV"
"1722","YER084W","chrV"
"1723","YER084W-A","chrV"
"1724","YER086W","chrV"
"1725","YER087C-A","chrV"
"1726","YER087C-B","chrV"
"1727","YER087W","chrV"
"1728","YER088C","chrV"
"1730","YER089C","chrV"
"1731","YER090W","chrV"
"1732","YER091C","chrV"
"1733","YER091C-A","chrV"
"1734","YER092W","chrV"
"1735","YER093C","chrV"
"1736","YER093C-A","chrV"
"1737","YER094C","chrV"
"1738","YER095W","chrV"
"1739","YER096W","chrV"
"1741","YER098W","chrV"
"1742","YER099C","chrV"
"1743","YER100W","chrV"
"1744","YER101C","chrV"
"1745","YER102W","chrV"
"1746","YER103W","chrV"
"1747","YER104W","chrV"
"1748","YER105C","chrV"
"1749","YER106W","chrV"
"1750","YER107C","chrV"
"1751","YER107W-A","chrV"
"1752","YER109C","chrV"
"1753","YER110C","chrV"
"1754","YER111C","chrV"
"1755","YER112W","chrV"
"1756","YER113C","chrV"
"1757","YER114C","chrV"
"1758","YER115C","chrV"
"1759","YER116C","chrV"
"1760","YER117W","chrV"
"1761","YER118C","chrV"
"1762","YER119C","chrV"
"1763","YER119C-A","chrV"
"1764","YER120W","chrV"
"1765","YER121W","chrV"
"1766","YER122C","chrV"
"1767","YER123W","chrV"
"1768","YER124C","chrV"
"1769","YER125W","chrV"
"1770","YER126C","chrV"
"1771","YER127W","chrV"
"1772","YER128W","chrV"
"1773","YER129W","chrV"
"1774","YER130C","chrV"
"1775","YER131W","chrV"
"1776","YER132C","chrV"
"1777","YER133W","chrV"
"1778","YER133W-A","chrV"
"1779","YER134C","chrV"
"1780","YER135C","chrV"
"1781","YER136W","chrV"
"1782","YER137C","chrV"
"1783","YER138W-A","chrV"
"1784","YER139C","chrV"
"1785","YER140W","chrV"
"1786","YER141W","chrV"
"1787","YER142C","chrV"
"1788","YER143W","chrV"
"1789","YER144C","chrV"
"1790","YER145C","chrV"
"1791","YER145C-A","chrV"
"1792","YER146W","chrV"
"1793","YER147C","chrV"
"1794","YER147C-A","chrV"
"1795","YER148W","chrV"
"1796","YER148W-A","chrV"
"1797","YER149C","chrV"
"1798","YER150W","chrV"
"1799","YER151C","chrV"
"1800","YER152C","chrV"
"1801","YER153C","chrV"
"1802","YER154W","chrV"
"1803","YER155C","chrV"
"1804","YER156C","chrV"
"1805","YER157W","chrV"
"1806","YER158C","chrV"
"1807","YER158W-A","chrV"
"1808","YER159C","chrV"
"1809","YER161C","chrV"
"1810","YER162C","chrV"
"1811","YER163C","chrV"
"1812","YER164W","chrV"
"1813","YER165C-A","chrV"
"1814","YER165W","chrV"
"1815","YER166W","chrV"
"1816","YER167W","chrV"
"1817","YER168C","chrV"
"1818","YER169W","chrV"
"1819","YER170W","chrV"
"1820","YER171W","chrV"
"1821","YER172C","chrV"
"1822","YER173W","chrV"
"1823","YER174C","chrV"
"1824","YER175C","chrV"
"1825","YER175W-A","chrV"
"1826","YER176W","chrV"
"1827","YER177W","chrV"
"1828","YER178W","chrV"
"1829","YER179W","chrV"
"1830","YER180C","chrV"
"1831","YER180C-A","chrV"
"1832","YER181C","chrV"
"1833","YER182W","chrV"
"1834","YER183C","chrV"
"1835","YER184C","chrV"
"1836","YER185W","chrV"
"1837","YER186C","chrV"
"1838","YER187W","chrV"
"1839","YER188C-A","chrV"
"1840","YER188W","chrV"
"1842","YFL001W","chrVI"
"1843","YFL002C","chrVI"
"1844","YFL003C","chrVI"
"1845","YFL004W","chrVI"
"1846","YFL005W","chrVI"
"1847","YFL007W","chrVI"
"1848","YFL008W","chrVI"
"1849","YFL009W","chrVI"
"1850","YFL010C","chrVI"
"1851","YFL010W-A","chrVI"
"1852","YFL011W","chrVI"
"1853","YFL012W","chrVI"
"1854","YFL013C","chrVI"
"1855","YFL014W","chrVI"
"1856","YFL015C","chrVI"
"1857","YFL016C","chrVI"
"1858","YFL017C","chrVI"
"1859","YFL017W-A","chrVI"
"1860","YFL018C","chrVI"
"1861","YFL019C","chrVI"
"1862","YFL020C","chrVI"
"1863","YFL021C-A","chrVI"
"1864","YFL021W","chrVI"
"1865","YFL022C","chrVI"
"1866","YFL023W","chrVI"
"1867","YFL024C","chrVI"
"1868","YFL025C","chrVI"
"1869","YFL026W","chrVI"
"1870","YFL027C","chrVI"
"1871","YFL028C","chrVI"
"1872","YFL029C","chrVI"
"1873","YFL030W","chrVI"
"1874","YFL031C-A","chrVI"
"1875","YFL031W","chrVI"
"1877","YFL033C","chrVI"
"1878","YFL034C-A","chrVI"
"1879","YFL034C-B","chrVI"
"1880","YFL034W","chrVI"
"1881","YFL036W","chrVI"
"1882","YFL037W","chrVI"
"1883","YFL038C","chrVI"
"1884","YFL039C","chrVI"
"1885","YFL040W","chrVI"
"1886","YFL041W","chrVI"
"1887","YFL041W-A","chrVI"
"1888","YFL042C","chrVI"
"1889","YFL044C","chrVI"
"1890","YFL045C","chrVI"
"1891","YFL046W","chrVI"
"1892","YFL047W","chrVI"
"1893","YFL048C","chrVI"
"1894","YFL049W","chrVI"
"1895","YFL050C","chrVI"
"1896","YFL051C","chrVI"
"1897","YFL052W","chrVI"
