tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length
YEL015W	-	-	YEL015W	EDC3	TSS5432	V:126628-128284	-
YEL016C	-	-	YEL016C	NPP2	TSS5175	V:124736-126218	-
YEL017C-A	-	-	YEL017C-A	PMP2	TSS4568	V:122797-122929	-
YEL017W	-	-	YEL017W	GTT3	TSS5673	V:123656-124670	-
YEL018C-A	-	-	YEL018C-A	YEL018C-A	TSS5332	V:121454-122310	-
YEL018W	-	-	YEL018W	EAF5	TSS6131	V:121454-122310	-
YEL019C	-	-	YEL019C	MMS21	TSS3065	V:120497-121301	-
YEL020C	-	-	YEL020C	YEL020C	TSS6094	V:118616-120299	-
YEL020C-B	-	-	YEL020C-B	YEL020C-B	TSS5590	V:117182-117474	-
YEL020W-A	-	-	YEL020W-A	TIM9	TSS4243	V:117182-117474	-
YEL021W	-	-	YEL021W	URA3	TSS1071	V:116166-116970	-
YEL022W	-	-	YEL022W	GEA2	TSS6206	V:111420-115800	-
YEL023C	-	-	YEL023C	YEL023C	TSS316	V:108503-110552	-
YEL024W	-	-	YEL024W	RIP1	TSS3078	V:107259-107907	-
YEL025C	-	-	YEL025C	YEL025C	TSS179	V:102580-106147	-
YEL026W	-	-	YEL026W	SNU13	TSS5668	V:101942-102323	-
YEL027W	-	-	YEL027W	VMA3	TSS2149	V:100768-101251	-
YEL028W	-	-	YEL028W	YEL028W	TSS3362	V:98667-99129	-
YEL029C	-	-	YEL029C	BUD16	TSS1483	V:96857-97796	-
YEL030C-A	-	-	YEL030C-A	YEL030C-A	TSS5812	V:94582-96578	-
YEL030W	-	-	YEL030W	ECM10	TSS4151	V:94582-96578	-
YEL031W	-	-	YEL031W	SPF1	TSS4960	V:90257-93905	-
YEL032C-A	-	-	YEL032C-A	YEL032C-A	TSS4276	V:86936-89852	-
YEL032W	-	-	YEL032W	MCM3	TSS3462	V:86936-89852	-
YEL033W	-	-	YEL033W	MTC7	TSS5923	V:85612-86598	-
YEL034C-A	-	-	YEL034C-A	YEL034C-A	TSS6138	V:85612-86598	-
YEL034W	-	-	YEL034W	HYP2	TSS1991	V:85612-86598	-
YEL035C	-	-	YEL035C	UTR5	TSS6706	V:85044-85545	-
YEL036C	-	-	YEL036C	ANP1	TSS4798	V:83049-84552	-
YEL037C	-	-	YEL037C	RAD23	TSS1092	V:81406-82603	-
YEL038W	-	-	YEL038W	UTR4	TSS917	V:80461-81145	-
YEL039C	-	-	YEL039C	CYC7	TSS5468	V:79635-79977	-
YEL040W	-	-	YEL040W	UTR2	TSS1364	V:78052-79456	-
YEL041W	-	-	YEL041W	YEF1	TSS4865	V:75943-77431	-
YEL042W	-	-	YEL042W	GDA1	TSS5412	V:73770-75327	-
YEL043W	-	-	YEL043W	YEL043W	TSS1469	V:70477-73348	-
YEL044W	-	-	YEL044W	IES6	TSS1221	V:69756-70257	-
YEL045C	-	-	YEL045C	YEL045C	TSS1886	V:68839-69265	-
YEL046C	-	-	YEL046C	GLY1	TSS1878	V:67628-68792	-
YEL047C	-	-	YEL047C	FRD1	TSS95	V:65384-66797	-
YEL048C	-	-	YEL048C	TCA17	TSS3778	V:64708-65167	-
YEL049W	-	-	YEL049W	PAU2	TSS4327	V:63727-64090	-
YEL050C	-	-	YEL050C	RML2	TSS6084	V:59548-60851	-
YEL050W-A	-	-	YEL050W-A	YEL050W-A	TSS2029	V:59548-60851	-
YEL051W	-	-	YEL051W	VMA8	TSS2915	V:58377-59148	-
YEL052W	-	-	YEL052W	AFG1	TSS2627	V:56570-58100	-
YEL053C	-	-	YEL053C	MAK10	TSS3043	V:53900-56102	-
YEL053W-A	-	-	YEL053W-A	YEL053W-A	TSS902	V:52720-53255	-
YEL054C	-	-	YEL054C	RPL12A	TSS2413	V:52720-53255	-
YEL055C	-	-	YEL055C	POL5	TSS4336	V:48470-51539	-
YEL056W	-	-	YEL056W	HAT2	TSS2203	V:47167-48373	-
YEL057C	-	-	YEL057C	YEL057C	TSS6332	V:45019-45721	-
YEL058W	-	-	YEL058W	PCM1	TSS1418	V:43251-44925	-
YEL059C-A	-	-	YEL059C-A	SOM1	TSS2912	V:42399-42624	-
YEL059W	-	-	YEL059W	HHY1	TSS5098	V:42651-42960	-
YEL060C	-	-	YEL060C	PRB1	TSS4414	V:40045-41953	-
YEL061C	-	-	YEL061C	CIN8	TSS6399	V:36534-39537	-
YEL062W	-	-	YEL062W	NPR2	TSS5903	V:34406-36254	-
YEL063C	-	-	YEL063C	CAN1	TSS4675	V:31693-33466	-
YEL064C	-	-	YEL064C	AVT2	TSS3741	V:29796-31239	-
YEL065W	-	-	YEL065W	SIT1	TSS3425	V:27656-29543	-
YEL066W	-	-	YEL066W	HPA3	TSS2261	V:26188-27206	-
YEL067C	-	-	YEL067C	YEL067C	TSS3133	V:26188-27206	-
YEL068C	-	-	YEL068C	YEL068C	TSS801	V:25645-25978	-
YEL069C	-	-	YEL069C	HXT13	TSS5184	V:21536-23231	-
YEL070W	-	-	YEL070W	DSF1	TSS6665	V:19588-21097	-
YEL071W	-	-	YEL071W	DLD3	TSS674	V:16354-17845	-
YEL072W	-	-	YEL072W	RMD6	TSS4195	V:13719-14415	-
YEL073C	-	-	YEL073C	YEL073C	TSS3234	V:7229-7553	-
YEL074W	-	-	YEL074W	YEL074W	TSS3096	V:6125-6464	-
YEL075C	-	-	YEL075C	YEL075C	TSS6952	V:4184-5713	-
YEL075W-A	-	-	YEL075W-A	YEL075W-A	TSS5104	V:4184-5713	-
YEL076C	-	-	YEL076C	YEL076C	TSS5814	V:4184-5713	-
YEL076C-A	-	-	YEL076C-A	YEL076C-A	TSS5814	V:4184-5713	-
YEL077C	-	-	YEL077C	YEL077C	TSS3746	V:263-4097	-
YEL077W-A	-	-	YEL077W-A	YEL077W-A	TSS2533	V:263-4097	-
YER001W	-	-	YER001W	MNN1	TSS2110	V:153519-155808	-
YER002W	-	-	YER002W	NOP16	TSS98	V:156802-157498	-
YER003C	-	-	YER003C	PMI40	TSS4321	V:157735-159118	-
YER004W	-	-	YER004W	FMP52	TSS2667	V:159579-160275	-
YER005W	-	-	YER005W	YND1	TSS6068	V:160549-162442	-
YER006C-A	-	-	YER006C-A	YER006C-A	TSS3037	V:164343-166083	-
YER006W	-	-	YER006W	NUG1	TSS4772	V:162722-164285	-
YER007C-A	-	-	YER007C-A	TMA20	TSS842	V:166236-166885	-
YER007W	-	-	YER007W	PAC2	TSS6338	V:164343-166083	-
YER008C	-	-	YER008C	SEC3	TSS2690	V:167807-171818	-
YER009W	-	-	YER009W	NTF2	TSS3191	V:172114-172492	-
YER010C	-	-	YER010C	YER010C	TSS3132	V:172633-173338	-
YER011W	-	-	YER011W	TIR1	TSS727	V:175247-176012	-
YER012W	-	-	YER012W	PRE1	TSS3872	V:177834-178431	-
YER013W	-	-	YER013W	PRP22	TSS6396	V:178840-182278	-
YER014C-A	-	-	YER014C-A	BUD25	TSS3165	V:182599-186775	-
YER014W	-	-	YER014W	HEM14	TSS2214	V:182599-186775	-
YER015W	-	-	YER015W	FAA2	TSS4992	V:182599-186775	-
YER016W	-	-	YER016W	BIM1	TSS6478	V:188276-189311	-
YER017C	-	-	YER017C	AFG3	TSS1449	V:189502-191788	-
YER018C	-	-	YER018C	SPC25	TSS4288	V:191958-192624	-
YER019C-A	-	-	YER019C-A	SBH2	TSS1982	V:194272-194539	-
YER019W	-	-	YER019W	ISC1	TSS6961	V:192796-194230	-
YER020W	-	-	YER020W	GPA2	TSS5876	V:195167-196517	-
YER021W	-	-	YER021W	RPN3	TSS5114	V:196947-198519	-
YER022W	-	-	YER022W	SRB4	TSS520	V:198811-200875	-
YER023C-A	-	-	YER023C-A	YER023C-A	TSS6953	V:201075-201936	-
YER023W	-	-	YER023W	PRO3	TSS2174	V:201075-201936	-
YER024W	-	-	YER024W	YAT2	TSS2717	V:202191-204963	-
YER025W	-	-	YER025W	GCD11	TSS6318	V:205250-206834	-
YER026C	-	-	YER026C	CHO1	TSS242	V:207643-208474	-
YER027C	-	-	YER027C	GAL83	TSS2632	V:208978-210232	-
YER028C	-	-	YER028C	MIG3	TSS354	V:210691-211876	-
YER029C	-	-	YER029C	SMB1	TSS2572	V:212586-213177	-
YER030W	-	-	YER030W	CHZ1	TSS2183	V:213436-213898	-
YER031C	-	-	YER031C	YPT31	TSS6270	V:214075-214747	-
YER032W	-	-	YER032W	FIR1	TSS726	V:215062-217693	-
YER033C	-	-	YER033C	ZRG8	TSS6655	V:218056-221287	-
YER034W	-	-	YER034W	YER034W	TSS6302	V:221845-222403	-
YER035W	-	-	YER035W	EDC2	TSS2614	V:222638-223076	-
YER036C	-	-	YER036C	ARB1	TSS5486	V:223366-225199	-
YER037W	-	-	YER037W	PHM8	TSS3637	V:225888-226854	-
YER038C	-	-	YER038C	KRE29	TSS2462	V:226857-228252	-
YER038W-A	-	-	YER038W-A	YER038W-A	TSS762	V:228450-229205	-
YER039C	-	-	YER039C	HVG1	TSS3385	V:228450-229205	-
YER039C-A	-	-	YER039C-A	YER039C-A	TSS4267	V:229262-229481	-
YER040W	-	-	YER040W	GLN3	TSS3458	V:229794-231987	-
YER041W	-	-	YER041W	YEN1	TSS6310	V:232460-234740	-
YER042W	-	-	YER042W	MXR1	TSS912	V:234936-235491	-
YER043C	-	-	YER043C	SAH1	TSS6794	V:235769-237119	-
YER044C	-	-	YER044C	ERG28	TSS5082	V:237569-238016	-
YER044C-A	-	-	YER044C-A	MEI4	TSS6189	V:238459-239774	-
YER045C	-	-	YER045C	ACA1	TSS3301	V:240031-241501	-
YER046W	-	-	YER046W	SPO73	TSS3155	V:243179-243611	-
YER046W-A	-	-	YER046W-A	YER046W-A	TSS862	V:243699-246503	-
YER047C	-	-	YER047C	SAP1	TSS397	V:243699-246503	-
YER048C	-	-	YER048C	CAJ1	TSS4530	V:246981-248157	-
YER048W-A	-	-	YER048W-A	ISD11	TSS3371	V:250717-251002	-
YER049W	-	-	YER049W	TPA1	TSS3724	V:251727-253662	-
YER050C	-	-	YER050C	RSM18	TSS5655	V:253970-254387	-
YER051W	-	-	YER051W	JHD1	TSS6076	V:254655-256134	-
YER052C	-	-	YER052C	HOM3	TSS5858	V:256374-257958	-
YER053C	-	-	YER053C	PIC2	TSS2178	V:258736-259639	-
YER053C-A	-	-	YER053C-A	YER053C-A	TSS4178	V:260932-261046	-
YER054C	-	-	YER054C	GIP2	TSS2591	V:262051-263698	-
YER055C	-	-	YER055C	HIS1	TSS621	V:264891-265785	-
YER056C	-	-	YER056C	FCY2	TSS6445	V:266511-268113	-
YER056C-A	-	-	YER056C-A	RPL34A	TSS6153	V:269422-270185	-
YER057C	-	-	YER057C	HMF1	TSS758	V:270736-271126	-
YER058W	-	-	YER058W	PET117	TSS4715	V:271767-272091	-
YER059W	-	-	YER059W	PCL6	TSS632	V:272623-273886	-
YER060W	-	-	YER060W	FCY21	TSS336	V:274566-276153	-
YER060W-A	-	-	YER060W-A	FCY22	TSS6871	V:276571-278164	-
YER061C	-	-	YER061C	CEM1	TSS5529	V:278297-279626	-
YER062C	-	-	YER062C	GPP2	TSS2626	V:279929-280682	-
YER063W	-	-	YER063W	THO1	TSS1883	V:281709-282366	-
YER064C	-	-	YER064C	VHR2	TSS662	V:282704-284222	-
YER065C	-	-	YER065C	ICL1	TSS1692	V:285240-286914	-
YER066C-A	-	-	YER066C-A	YER066C-A	TSS4266	V:291702-292563	-
YER066W	-	-	YER066W	RRT13	TSS1587	V:290241-290799	-
YER067C-A	-	-	YER067C-A	YER067C-A	TSS6253	V:291702-292563	-
YER067W	-	-	YER067W	RGI1	TSS3561	V:291702-292563	-
YER068C-A	-	-	YER068C-A	YER068C-A	TSS6700	V:295300-298001	-
YER068W	-	-	YER068W	MOT2	TSS2165	V:293049-294813	-
YER069W	-	-	YER069W	ARG5,6	TSS3614	V:295300-298001	-
YER070W	-	-	YER070W	RNR1	TSS512	V:298949-301616	-
YER071C	-	-	YER071C	TDA2	TSS5089	V:301946-302327	-
YER072W	-	-	YER072W	VTC1	TSS6559	V:302805-303195	-
YER073W	-	-	YER073W	ALD5	TSS2463	V:304029-305592	-
YER074W	-	-	YER074W	RPS24A	TSS2765	V:306322-307196	-
YER074W-A	-	-	YER074W-A	YOS1	TSS3533	V:307652-308123	-
YER075C	-	-	YER075C	PTP3	TSS4428	V:308412-311199	-
YER076C	-	-	YER076C	YER076C	TSS3090	V:312589-313737	-
YER076W-A	-	-	YER076W-A	YER076W-A	TSS2317	V:312589-313737	-
YER077C	-	-	YER077C	YER077C	TSS1028	V:314533-316600	-
YER078C	-	-	YER078C	ICP55	TSS2491	V:316806-318342	-
YER078W-A	-	-	YER078W-A	YER078W-A	TSS2573	V:318645-318810	-
YER079C-A	-	-	YER079C-A	YER079C-A	TSS2290	V:319901-321846	-
YER079W	-	-	YER079W	YER079W	TSS2552	V:318919-319552	-
YER080W	-	-	YER080W	AIM9	TSS2942	V:319901-321846	-
YER081W	-	-	YER081W	SER3	TSS1371	V:322211-324095	-
YER082C	-	-	YER082C	UTP7	TSS6936	V:324271-325936	-
YER083C	-	-	YER083C	GET2	TSS3831	V:326173-327031	-
YER084W	-	-	YER084W	YER084W	TSS3269	V:327064-327451	-
YER084W-A	-	-	YER084W-A	YER084W-A	TSS1474	V:327597-328140	-
YER085C	-	-	YER085C	YER085C	TSS1943	V:327597-328140	-
YER086W	-	-	YER086W	ILV1	TSS1638	V:328476-330207	-
YER087C-A	-	-	YER087C-A	YER087C-A	TSS7008	V:330575-332368	-
YER087C-B	-	-	YER087C-B	SBH1	TSS3242	V:332581-332830	-
YER087W	-	-	YER087W	AIM10	TSS5597	V:330575-332368	-
YER088C	-	-	YER088C	DOT6	TSS2660	V:333175-335188	-
YER088C-A	-	-	YER088C-A	YER088C-A	TSS2249	V:335695-337340	-
YER088W-B	-	-	YER088W-B	YER088W-B	TSS1548	V:335695-337340	-
YER089C	-	-	YER089C	PTC2	TSS6352	V:335695-337340	-
YER090C-A	-	-	YER090C-A	YER090C-A	TSS232	V:337948-339472	-
YER090W	-	-	YER090W	TRP2	TSS4375	V:337948-339472	-
YER091C	-	-	YER091C	MET6	TSS4929	V:339863-342167	-
YER091C-A	-	-	YER091C-A	YER091C-A	TSS1309	V:342389-342611	-
YER092W	-	-	YER092W	IES5	TSS3880	V:342854-343232	-
YER093C	-	-	YER093C	TSC11	TSS6248	V:343319-347612	-
YER093C-A	-	-	YER093C-A	AIM11	TSS5334	V:347911-348400	-
YER094C	-	-	YER094C	PUP3	TSS6216	V:348728-349346	-
YER095W	-	-	YER095W	RAD51	TSS3814	V:349979-351182	-
YER096W	-	-	YER096W	SHC1	TSS6322	V:351697-353236	-
YER097W	-	-	YER097W	YER097W	TSS5406	V:355139-357730	-
YER098W	-	-	YER098W	UBP9	TSS1003	V:355139-357730	-
YER099C	-	-	YER099C	PRS2	TSS2989	V:358104-359061	-
YER100W	-	-	YER100W	UBC6	TSS4556	V:359561-360314	-
YER101C	-	-	YER101C	AST2	TSS3747	V:360501-361794	-
YER102W	-	-	YER102W	RPS8B	TSS2536	V:363099-363702	-
YER103W	-	-	YER103W	SSA4	TSS956	V:364588-366517	-
YER104W	-	-	YER104W	RTT105	TSS282	V:366801-367428	-
YER105C	-	-	YER105C	NUP157	TSS2732	V:367837-372013	-
YER106W	-	-	YER106W	MAM1	TSS6526	V:372325-373234	-
YER107C	-	-	YER107C	GLE2	TSS1904	V:373447-374714	-
YER107W-A	-	-	YER107W-A	YER107W-A	TSS5744	V:373447-374714	-
YER109C	-	-	YER109C	FLO8	TSS370	V:375214-377614	-
YER110C	-	-	YER110C	KAP123	TSS4346	V:378761-382103	-
YER111C	-	-	YER111C	SWI4	TSS946	V:382594-385876	-
YER112W	-	-	YER112W	LSM4	TSS3559	V:387231-387795	-
YER113C	-	-	YER113C	TMN3	TSS1740	V:387931-390052	-
YER114C	-	-	YER114C	BOI2	TSS4275	V:390589-393712	-
YER115C	-	-	YER115C	SPR6	TSS4028	V:394291-394867	-
YER116C	-	-	YER116C	SLX8	TSS2581	V:395347-396172	-
YER117W	-	-	YER117W	RPL23B	TSS6044	V:396768-397653	-
YER118C	-	-	YER118C	SHO1	TSS5143	V:397951-399055	-
YER119C	-	-	YER119C	AVT6	TSS2162	V:399495-400842	-
YER119C-A	-	-	YER119C-A	YER119C-A	TSS475	V:400866-401869	-
YER120W	-	-	YER120W	SCS2	TSS3216	V:400866-401869	-
YER121W	-	-	YER121W	YER121W	TSS73	V:402374-402719	-
YER122C	-	-	YER122C	GLO3	TSS306	V:402870-404352	-
YER123W	-	-	YER123W	YCK3	TSS5645	V:404812-406387	-
YER124C	-	-	YER124C	DSE1	TSS7055	V:407341-409063	-
YER125W	-	-	YER125W	RSP5	TSS1143	V:410188-412618	-
YER126C	-	-	YER126C	NSA2	TSS2768	V:413393-414179	-
YER127W	-	-	YER127W	LCP5	TSS5961	V:414480-415554	-
YER128W	-	-	YER128W	VFA1	TSS4044	V:415858-416470	-
YER129W	-	-	YER129W	SAK1	TSS1461	V:417280-420709	-
YER130C	-	-	YER130C	COM2	TSS2372	V:421114-422446	-
YER131W	-	-	YER131W	RPS26B	TSS3986	V:423951-424311	-
YER132C	-	-	YER132C	PMD1	TSS3329	V:425187-430449	-
YER133W	-	-	YER133W	GLC7	TSS1600	V:432494-433958	-
YER133W-A	-	-	YER133W-A	YER133W-A	TSS557	V:437190-437803	-
YER134C	-	-	YER134C	YER134C	TSS1440	V:437190-437803	-
YER135C	-	-	YER135C	YER135C	TSS1609	V:437951-438344	-
YER136W	-	-	YER136W	GDI1	TSS320	V:439615-440971	-
YER137C	-	-	YER137C	YER137C	TSS1040	V:441372-441880	-
YER137C-A	-	-	YER137C-A	YER137C-A	TSS2307	V:443755-449024	-
YER137W-A	-	-	YER137W-A	YER137W-A	TSS3461	V:441372-441880	-
YER138C	-	-	YER138C	YER138C	TSS2307	V:443755-449024	-
YER138W-A	-	-	YER138W-A	YER138W-A	TSS5679	V:449473-449578	-
YER139C	-	-	YER139C	RTR1	TSS3530	V:450562-451243	-
YER140W	-	-	YER140W	EMP65	TSS136	V:451564-453235	-
YER141W	-	-	YER141W	COX15	TSS2242	V:453458-454919	-
YER142C	-	-	YER142C	MAG1	TSS3504	V:455145-456036	-
YER143W	-	-	YER143W	DDI1	TSS1616	V:456318-457605	-
YER144C	-	-	YER144C	UBP5	TSS3218	V:457805-460223	-
YER145C	-	-	YER145C	FTR1	TSS4847	V:460525-461740	-
YER145C-A	-	-	YER145C-A	YER145C-A	TSS3879	V:462385-462866	-
YER146W	-	-	YER146W	LSM5	TSS2360	V:462385-462866	-
YER147C	-	-	YER147C	SCC4	TSS3304	V:462967-464842	-
YER147C-A	-	-	YER147C-A	YER147C-A	TSS6460	V:465202-466025	-
YER148W	-	-	YER148W	SPT15	TSS2743	V:465202-466025	-
YER148W-A	-	-	YER148W-A	YER148W-A	TSS6796	V:466184-467470	-
YER149C	-	-	YER149C	PEA2	TSS1920	V:466184-467470	-
YER150W	-	-	YER150W	SPI1	TSS2482	V:468369-468816	-
YER151C	-	-	YER151C	UBP3	TSS1315	V:469685-472424	-
YER152C	-	-	YER152C	YER152C	TSS1686	V:472656-474805	-
YER152W-A	-	-	YER152W-A	YER152W-A	TSS6004	V:472656-474805	-
YER153C	-	-	YER153C	PET122	TSS4917	V:472656-474805	-
YER154W	-	-	YER154W	OXA1	TSS155	V:475019-476228	-
YER155C	-	-	YER155C	BEM2	TSS7030	V:476344-482848	-
YER156C	-	-	YER156C	YER156C	TSS6021	V:483324-484341	-
YER157W	-	-	YER157W	COG3	TSS5195	V:484787-487193	-
YER158C	-	-	YER158C	YER158C	TSS5065	V:488856-490578	-
YER158W-A	-	-	YER158W-A	YER158W-A	TSS6493	V:491486-491958	-
YER159C	-	-	YER159C	BUR6	TSS5558	V:491486-491958	-
YER159C-A	-	-	YER159C-A	YER159C-A	TSS871	V:492855-498124	-
YER160C	-	-	YER160C	YER160C	TSS871	V:492855-498124	-
YER161C	-	-	YER161C	SPT2	TSS3327	V:499346-500348	-
YER162C	-	-	YER162C	RAD4	TSS3606	V:500629-502894	-
YER163C	-	-	YER163C	GCG1	TSS269	V:503083-503782	-
YER164W	-	-	YER164W	CHD1	TSS6832	V:505391-509798	-
YER165C-A	-	-	YER165C-A	YER165C-A	TSS3424	V:512626-517459	-
YER165W	-	-	YER165W	PAB1	TSS5172	V:510372-512106	-
YER166W	-	-	YER166W	DNF1	TSS2385	V:512626-517459	-
YER167W	-	-	YER167W	BCK2	TSS484	V:518215-520771	-
YER168C	-	-	YER168C	CCA1	TSS1574	V:521028-522669	-
YER169W	-	-	YER169W	RPH1	TSS1733	V:523368-525759	-
YER170W	-	-	YER170W	ADK2	TSS6987	V:525973-526651	-
YER171W	-	-	YER171W	RAD3	TSS6774	V:527081-529418	-
YER172C	-	-	YER172C	BRR2	TSS641	V:529529-536021	-
YER172C-A	-	-	YER172C-A	YER172C-A	TSS6570	V:536274-538279	-
YER173W	-	-	YER173W	RAD24	TSS343	V:536274-538279	-
YER174C	-	-	YER174C	GRX4	TSS3332	V:538433-539168	-
YER175C	-	-	YER175C	TMT1	TSS3451	V:539463-540363	-
YER175W-A	-	-	YER175W-A	YER175W-A	TSS4105	V:540649-540814	-
YER176W	-	-	YER176W	ECM32	TSS5867	V:541689-545055	-
YER177W	-	-	YER177W	BMH1	TSS2423	V:545610-546414	-
YER178W	-	-	YER178W	PDA1	TSS4542	V:546816-548079	-
YER179W	-	-	YER179W	DMC1	TSS6156	V:548420-549517	-
YER180C	-	-	YER180C	ISC10	TSS3207	V:549723-550527	-
YER180C-A	-	-	YER180C-A	SLO1	TSS3239	V:550864-551122	-
YER181C	-	-	YER181C	YER181C	TSS6599	V:551472-551796	-
YER182W	-	-	YER182W	FMP10	TSS5161	V:552524-553259	-
YER183C	-	-	YER183C	FAU1	TSS2647	V:553333-553969	-
YER184C	-	-	YER184C	TOG1	TSS1561	V:556295-558680	-
YER185W	-	-	YER185W	PUG1	TSS3926	V:559453-560365	-
YER186C	-	-	YER186C	YER186C	TSS6379	V:561704-562625	-
YER187W	-	-	YER187W	YER187W	TSS3051	V:566229-566655	-
YER188C-A	-	-	YER188C-A	YER188C-A	TSS3454	V:569607-569907	-
YER188W	-	-	YER188W	YER188W	TSS2125	V:568039-568759	-
YER189W	-	-	YER189W	YER189W	TSS2233	V:571154-576525	-
YER190C-A	-	-	YER190C-A	YER190C-A	TSS6213	V:571154-576525	-
YER190C-B	-	-	YER190C-B	YER190C-B	TSS2111	V:571154-576525	-
YER190W	-	-	YER190W	YRF1-2	TSS195	V:571154-576525	-
YFL001W	-	-	YFL001W	DEG1	TSS6063	VI:147130-148459	-
YFL002C	-	-	YFL002C	SPB4	TSS3204	VI:145113-146934	-
YFL002W-A	-	-	YFL002W-A	YFL002W-A	TSS3916	VI:138203-143517	-
YFL002W-B	-	-	YFL002W-B	YFL002W-B	TSS3916	VI:138203-143517	-
YFL003C	-	-	YFL003C	MSH4	TSS5809	VI:134520-137157	-
YFL004W	-	-	YFL004W	VTC2	TSS4860	VI:131809-134296	-
YFL005W	-	-	YFL005W	SEC4	TSS240	VI:130333-130981	-
YFL007W	-	-	YFL007W	BLM10	TSS1264	VI:123478-129910	-
YFL008W	-	-	YFL008W	SMC1	TSS1231	VI:119428-123106	-
YFL009W	-	-	YFL009W	CDC4	TSS3641	VI:116144-118484	-
YFL010C	-	-	YFL010C	WWM1	TSS1430	VI:114989-115743	-
YFL010W-A	-	-	YFL010W-A	AUA1	TSS2167	VI:114989-115743	-
YFL011W	-	-	YFL011W	HXT10	TSS4132	VI:112344-113985	-
YFL012W	-	-	YFL012W	YFL012W	TSS4968	VI:110646-111093	-
YFL012W-A	-	-	YFL012W-A	YFL012W-A	TSS6861	VI:107798-110184	-
YFL013C	-	-	YFL013C	IES1	TSS3651	VI:107798-110184	-
YFL013W-A	-	-	YFL013W-A	YFL013W-A	TSS5944	VI:107798-110184	-
YFL014W	-	-	YFL014W	HSP12	TSS2560	VI:107255-107585	-
YFL015C	-	-	YFL015C	YFL015C	TSS2210	VI:106414-106963	-
YFL015W-A	-	-	YFL015W-A	YFL015W-A	TSS50	VI:106414-106963	-
YFL016C	-	-	YFL016C	MDJ1	TSS3634	VI:104700-106236	-
YFL017C	-	-	YFL017C	GNA1	TSS3947	VI:103982-104462	-
YFL017W-A	-	-	YFL017W-A	SMX2	TSS4680	VI:103698-103932	-
YFL018C	-	-	YFL018C	LPD1	TSS2527	VI:101627-103127	-
YFL019C	-	-	YFL019C	YFL019C	TSS1949	VI:100251-100605	-
YFL020C	-	-	YFL020C	PAU5	TSS4000	VI:99230-99599	-
YFL021C-A	-	-	YFL021C-A	YFL021C-A	TSS5865	VI:95760-97498	-
YFL021W	-	-	YFL021W	GAT1	TSS6346	VI:95760-97498	-
YFL022C	-	-	YFL022C	FRS2	TSS6317	VI:93498-95010	-
YFL023W	-	-	YFL023W	BUD27	TSS3209	VI:90985-93376	-
YFL024C	-	-	YFL024C	EPL1	TSS5922	VI:87846-90345	-
YFL025C	-	-	YFL025C	BST1	TSS5689	VI:84144-87234	-
YFL026W	-	-	YFL026W	STE2	TSS687	VI:82579-83875	-
YFL027C	-	-	YFL027C	GYP8	TSS5212	VI:80418-81912	-
YFL028C	-	-	YFL028C	CAF16	TSS3039	VI:79343-80213	-
YFL029C	-	-	YFL029C	CAK1	TSS5795	VI:78054-79161	-
YFL030W	-	-	YFL030W	AGX1	TSS3529	VI:76830-77988	-
YFL031C-A	-	-	YFL031C-A	YFL031C-A	TSS4921	VI:74871-76147	-
YFL031W	-	-	YFL031W	HAC1	TSS6513	VI:74871-76147	-
YFL032W	-	-	YFL032W	YFL032W	TSS4126	VI:74871-76147	-
YFL033C	-	-	YFL033C	RIM15	TSS4454	VI:69114-74427	-
YFL034C-A	-	-	YFL034C-A	RPL22B	TSS1278	VI:64242-64932	-
YFL034C-B	-	-	YFL034C-B	MOB2	TSS2848	VI:63015-63993	-
YFL034W	-	-	YFL034W	YFL034W	TSS5274	VI:65476-68698	-
YFL036W	-	-	YFL036W	RPO41	TSS596	VI:58781-62837	-
YFL037W	-	-	YFL037W	TUB2	TSS4981	VI:56335-57709	-
YFL038C	-	-	YFL038C	YPT1	TSS4602	VI:55365-55986	-
YFL039C	-	-	YFL039C	ACT1	TSS1281	VI:53259-54696	-
YFL040W	-	-	YFL040W	YFL040W	TSS45	VI:51349-52972	-
YFL041W	-	-	YFL041W	FET5	TSS4557	VI:49138-51007	-
YFL041W-A	-	-	YFL041W-A	YFL041W-A	TSS843	VI:48733-48925	-
YFL042C	-	-	YFL042C	YFL042C	TSS2277	VI:45719-47744	-
YFL044C	-	-	YFL044C	OTU1	TSS3225	VI:44654-45560	-
YFL045C	-	-	YFL045C	SEC53	TSS3607	VI:43627-44392	-
YFL046W	-	-	YFL046W	FMP32	TSS5031	VI:42814-43438	-
YFL047W	-	-	YFL047W	RGD2	TSS1683	VI:40420-42565	-
YFL048C	-	-	YFL048C	EMP47	TSS6604	VI:38842-40180	-
YFL049W	-	-	YFL049W	SWP82	TSS3315	VI:36802-38674	-
YFL050C	-	-	YFL050C	ALR2	TSS2297	VI:33271-35848	-
YFL051C	-	-	YFL051C	YFL051C	TSS3945	VI:30057-30540	-
YFL052W	-	-	YFL052W	YFL052W	TSS3320	VI:28231-29629	-
YFL053W	-	-	YFL053W	DAK2	TSS4147	VI:23422-25198	-
YFL054C	-	-	YFL054C	YFL054C	TSS4072	VI:20846-22787	-
YFL055W	-	-	YFL055W	AGP3	TSS5261	VI:17003-18680	-
YFL056C	-	-	YFL056C	AAD6	TSS2409	VI:14792-15431	-
