,GENE,CHRM,MAAnc,onetoone,twice,half,9,,1,2,3,4,5,6,7,8,9,11,15,28,88,108,119,MAAnc
1871,YGL076C,chrVII,6.369428156,6.369428156,7.369428156,5.369428156,6.497854667,0.128426511,6.370831591,6.375975628,6.459076531,4.845286483,6.371655268,6.468734471,6.323382227,6.616068194,6.497854667,6.376747931,6.470327116,6.340759037,6.629959874,6.789951869,5.904818584,6.369428156
1872,YGL077C,chrVII,5.459101828,5.459101828,6.459101828,4.459101828,5.548061013,0.088959184,5.617696,5.692538452,5.667547651,5.594199289,5.854670515,5.571370162,5.432559963,5.582719309,5.548061013,5.711878249,5.890378209,5.597588073,5.942161791,5.430331245,5.677651625,5.459101828
1873,YGL078C,chrVII,6.490044649,6.490044649,7.490044649,5.490044649,6.687683625,0.197638976,6.351533925,6.310547644,6.391523761,5.686057996,6.103235083,6.241334734,5.786412733,6.265140969,6.687683625,6.542952459,6.457121778,5.566712057,6.791059073,6.530869232,6.534630939,6.490044649
1874,YGL079W,chrVII,5.18587309,5.18587309,6.18587309,4.18587309,5.199529165,0.013656075,5.239305939,5.235255964,5.188352078,5.198939262,5.202578598,5.143174866,5.189320512,5.246514743,5.199529165,5.214334445,5.182500376,5.24420396,5.507183099,4.944297685,5.369787705,5.18587309
1875,YGL080W,chrVII,5.645011387,5.645011387,6.645011387,4.645011387,5.553367515,-0.091643871,5.73349734,5.713146434,5.64622894,5.425918615,5.915033221,5.582271803,5.824515288,5.700563292,5.553367515,5.699107937,5.690457998,6.071152693,5.819459321,5.14301605,5.720413872,5.645011387
1876,YGL081W,chrVII,3.675276163,3.675276163,4.675276163,2.675276163,3.716142858,0.040866695,3.368510061,3.402602932,3.443585778,3.191923857,3.394571432,3.483737032,3.039586156,3.019530981,3.716142858,3.676028291,3.46175238,3.050176797,3.792307277,1.828544086,3.900871252,3.675276163
1877,YGL082W,chrVII,6.234306131,6.234306131,7.234306131,5.234306131,6.296443183,0.062137053,6.364094226,6.300717927,6.301383606,6.15022061,6.248180422,6.144856056,6.50514828,6.256692238,6.296443183,6.511349952,6.238443965,6.340658114,6.446522463,6.030097239,6.604514654,6.234306131
1878,YGL083W,chrVII,5.873602197,5.873602197,6.873602197,4.873602197,5.677422181,-0.196180016,5.83200787,5.8849507,5.82074693,5.773173665,5.753339368,5.876878431,6.073875372,5.925683045,5.677422181,5.708210288,5.520705197,6.175821756,5.703588598,6.019009734,5.710389786,5.873602197
1879,YGL084C,chrVII,5.589899374,5.589899374,6.589899374,4.589899374,5.641889259,0.051989885,5.506532458,5.488996909,5.539743428,5.510087189,5.557405372,5.400131105,5.264402906,5.341277626,5.641889259,5.679047948,5.608390022,5.277064059,5.595269446,5.20793409,5.693745583,5.589899374
1880,YGL085W,chrVII,4.784553895,4.784553895,5.784553895,3.784553895,4.86846048,0.083906585,4.959856234,4.944179203,4.904301268,4.928813933,4.867048086,4.889045881,4.788291541,4.98713011,4.86846048,4.924389098,4.879303052,4.793831059,5.191981939,4.879625268,5.154083966,4.784553895
1881,YGL086W,chrVII,4.508960197,4.508960197,5.508960197,3.508960197,4.671077509,0.162117312,4.925596481,5.018399396,4.800618908,6.480750234,4.903081594,4.808248515,4.771999089,5.035810163,4.671077509,4.578668939,4.535941406,4.878448293,4.633310035,5.99398552,4.82736766,4.508960197
1882,YGL087C,chrVII,7.84066555,7.84066555,8.84066555,6.84066555,7.54217265,-0.2984929,7.491426488,7.488307516,7.511120679,7.416999363,7.43726065,7.410387539,7.429862439,7.367423451,7.54217265,7.666643177,7.502060658,7.496566182,7.613202892,6.802277892,7.734627464,7.84066555
1883,YGL089C,chrVII,0.948870141,0.948870141,1.948870141,-0.051129859,1.158434325,0.209564184,1.639678483,1.533737572,1.416430572,1.643253388,1.588229887,1.423922104,0.797107619,1.228309318,1.158434325,0.821417536,1.130428907,1.368963795,0.80141756,1.527442117,0.724873179,0.948870141
1884,YGL090W,chrVII,4.908308476,4.908308476,5.908308476,3.908308476,5.035228478,0.126920002,4.973397846,4.904896376,4.919607962,5.281641024,4.967172753,4.966125504,4.798551571,4.878833085,5.035228478,4.836842201,4.741734573,4.82734727,4.86303838,5.010868914,5.002667205,4.908308476
1885,YGL091C,chrVII,6.022992846,6.022992846,7.022992846,5.022992846,6.282276346,0.2592835,6.197963711,6.105678292,6.098849837,6.813411969,5.836760536,5.965738892,5.906664885,6.097230806,6.282276346,6.234528742,5.872948042,5.722906543,6.238209713,6.386918446,6.447788492,6.022992846
1886,YGL092W,chrVII,3.886760447,3.886760447,4.886760447,2.886760447,4.059237638,0.172477191,4.002193984,4.063522312,4.065379361,3.879231691,4.361595349,4.209364549,3.95157799,4.062283232,4.059237638,3.926093174,4.273617472,3.683940719,4.069152966,4.340131185,3.939687037,3.886760447
1887,YGL093W,chrVII,5.093670497,5.093670497,6.093670497,4.093670497,5.237583351,0.143912853,5.14194958,5.092547773,5.007607645,5.615620422,5.098856214,4.833509546,4.629895756,4.93390903,5.237583351,5.242753249,5.237083947,4.448449115,5.366341363,5.008894989,5.53608119,5.093670497
1888,YGL094C,chrVII,5.405782661,5.405782661,6.405782661,4.405782661,5.436929113,0.031146452,5.203602067,5.201593612,5.157368714,5.486141178,5.088833079,4.933926362,4.605956606,5.020559305,5.436929113,5.366895116,5.318176148,4.618164309,5.399951463,5.086687777,5.556066747,5.405782661
1889,YGL095C,chrVII,6.321852299,6.321852299,7.321852299,5.321852299,6.171708007,-0.150144292,6.243231472,6.228030167,6.285764054,6.580215352,6.246180629,6.183652886,6.250435421,6.187027653,6.171708007,6.341158661,6.212410632,6.113797814,6.35673717,6.098173593,6.409523631,6.321852299
1890,YGL096W,chrVII,7.597427796,7.597427796,8.597427796,6.597427796,7.216344097,-0.381083699,7.215901658,7.223322673,7.274833006,7.541723338,7.053569799,7.250097673,7.092239387,7.169162832,7.216344097,7.316724678,7.018841611,7.061210562,7.318870256,7.018950946,7.493799858,7.597427796
1891,YGL097W,chrVII,5.377952001,5.377952001,6.377952001,4.377952001,5.461360785,0.083408784,5.423489433,5.418323399,5.38383804,5.390873529,5.193315178,5.432554276,5.054250579,5.478342633,5.461360785,5.483025981,5.330303158,4.972602974,5.706409667,5.650199782,5.52385323,5.377952001
1892,YGL098W,chrVII,6.015348641,6.015348641,7.015348641,5.015348641,5.963991759,-0.051356883,5.798893347,5.714345342,5.827920857,6.051645076,5.4822979,5.621293553,5.557656713,5.633289422,5.963991759,5.978703626,5.612792246,5.315501095,6.02900058,5.442302211,6.236693009,6.015348641
1893,YGL099W,chrVII,4.413551533,4.413551533,5.413551533,3.413551533,4.37073635,-0.042815183,4.34713787,4.355400953,4.333280935,4.383412578,4.006139031,4.433033804,3.864571216,4.388885306,4.37073635,4.363482383,4.22571525,3.647250845,4.757415118,4.673990015,4.505910784,4.413551533
1894,YGL100W,chrVII,5.92409081,5.92409081,6.92409081,4.92409081,5.984172913,0.060082103,5.840220746,5.851352519,5.8258025,6.015585592,5.698510907,5.775192203,5.597424921,5.709782992,5.984172913,5.91497757,5.7934749,5.662292541,5.913625767,5.534256172,6.026689769,5.92409081
1895,YGL101W,chrVII,3.732788091,3.732788091,4.732788091,2.732788091,3.838878495,0.106090404,3.85188317,3.738327106,3.767647534,3.348722109,3.504485192,3.667898695,3.562008217,3.819863914,3.838878495,3.894762145,3.6672421,3.365887087,4.318120114,3.538932598,4.074613336,3.732788091
1896,YGL103W,chrVII,2.252646196,2.252646196,3.252646196,1.252646196,2.318487876,0.06584168,2.219864603,2.247338217,2.240572516,1.242988252,1.752152765,2.198705175,2.279627093,2.218553361,2.318487876,2.498941617,1.975238035,1.922374749,2.618295157,1.664737502,2.349775524,2.252646196
1897,YGL104C,chrVII,4.828125006,4.828125006,5.828125006,3.828125006,5.22218288,0.394057874,5.022322303,4.912731023,4.970372678,5.278904604,4.955966641,4.937842276,4.871851166,4.822848652,5.22218288,5.1300925,4.789294052,4.71511473,4.881181968,4.95220005,5.320359932,4.828125006
1898,YGL105W,chrVII,5.816105512,5.816105512,6.816105512,4.816105512,6.22838365,0.412278139,6.233001834,6.133841095,6.197956644,5.932063445,6.403072313,6.199801271,6.089633977,6.410564339,6.22838365,6.025790524,6.214321677,6.321654798,5.983387899,7.554240782,6.067491933,5.816105512
1899,YGL106W,chrVII,6.491143312,6.491143312,7.491143312,5.491143312,6.454982133,-0.036161178,6.600525263,6.587424558,6.522436687,6.540304994,6.670926754,6.442608521,6.513745307,6.637385493,6.454982133,6.515863163,6.636835398,6.643423312,6.540146423,6.855286678,6.501172685,6.491143312
1900,YGL107C,chrVII,5.175737932,5.175737932,6.175737932,4.175737932,5.385640935,0.209903003,5.256129647,5.235549758,5.269475061,5.526887301,5.112246347,5.379076926,5.250717519,5.120688173,5.385640935,5.301959361,5.278034176,4.838875322,5.461361148,4.835030863,5.413126618,5.175737932
1901,YGL108C,chrVII,3.661063904,3.661063904,4.661063904,2.661063904,3.545482376,-0.115581529,3.535167943,3.439271119,3.444758223,3.265227746,3.193986118,3.118714297,3.347605956,3.385130273,3.545482376,3.766661287,3.359192247,3.22283788,3.738084908,3.148583199,3.702315964,3.661063904
1902,YGL109W,chrVII,1.320245597,1.320245597,2.320245597,0.320245597,1.886217195,0.565971598,1.623636254,1.623886145,1.638450056,1.700208197,1.551856932,1.503939837,1.457661848,1.401513527,1.886217195,1.761430062,1.755906691,1.37964615,1.618905963,1.155788792,1.986051619,1.320245597
1903,YGL110C,chrVII,5.263294463,5.263294463,6.263294463,4.263294463,5.325160833,0.06186637,5.398966021,5.397341209,5.405834788,5.540690753,5.405043355,5.434512278,5.430238793,5.380719468,5.325160833,5.364040078,5.291769559,5.26832663,5.490080281,5.384840092,5.618511855,5.263294463
1904,YGL111W,chrVII,5.417167032,5.417167032,6.417167032,4.417167032,5.612322008,0.195154976,5.459327742,5.448050158,5.480073657,5.656776412,5.311338618,5.449865998,5.155473221,5.466890532,5.612322008,5.366837122,5.431237396,5.102949011,5.631109906,5.660531607,5.490513635,5.417167032
1905,YGL112C,chrVII,5.824299226,5.824299226,6.824299226,4.824299226,5.917800676,0.09350145,5.730661115,5.754347055,5.764496455,6.077402995,5.645702121,5.695104079,5.572025304,5.608774438,5.917800676,5.838359733,5.720666909,5.451800649,5.811746199,5.492649826,5.926856784,5.824299226
1906,YGL113W,chrVII,4.76012524,4.76012524,5.76012524,3.76012524,5.138421846,0.378296605,4.896975909,4.886855401,4.908599464,4.810369623,4.654077308,4.748111332,4.685483434,4.642684107,5.138421846,5.070257713,4.77257113,4.522602791,5.050560214,4.363041725,5.413570606,4.76012524
1907,YGL114W,chrVII,7.247539582,7.247539582,8.247539582,6.247539582,7.355870749,0.108331167,7.172289274,7.159476862,7.107294225,8.10282103,6.983558411,6.970623137,6.546914121,7.055829583,7.355870749,7.112175725,6.955467106,6.595183721,7.192639891,7.767276283,7.423730498,7.247539582
1908,YGL115W,chrVII,6.251725685,6.251725685,7.251725685,5.251725685,6.27447681,0.022751125,6.34865507,6.349135811,6.330151668,6.52794054,6.198184842,6.364717061,6.321198503,6.281473702,6.27447681,6.383878222,6.294486271,6.324385931,6.381074173,6.166778502,6.422264481,6.251725685
1909,YGL116W,chrVII,3.31142531,3.31142531,4.31142531,2.31142531,3.323199622,0.011774312,3.604528752,3.703339689,3.712642752,3.518508758,4.274899538,3.738718258,4.172384798,3.668729257,3.323199622,3.435183148,3.842870281,4.46476285,3.657602141,3.060770206,3.350617359,3.31142531
1910,YGL117W,chrVII,6.46600515,6.46600515,7.46600515,5.46600515,5.738719956,-0.727285194,6.227718719,6.227006849,6.151854771,7.481552972,6.20797168,6.166863893,5.792294881,6.096090302,5.738719956,6.062778696,6.489021586,5.65812447,6.781634496,5.630436403,5.888598753,6.46600515
1911,YGL119W,chrVII,4.689508804,4.689508804,5.689508804,3.689508804,5.047737102,0.358228297,4.881222479,4.789572385,4.766586934,5.013249089,4.686581173,4.514020867,4.431835217,4.687234755,5.047737102,4.987486601,4.946782826,4.462467,4.963611518,4.726604563,5.223465904,4.689508804
1912,YGL120C,chrVII,4.923373422,4.923373422,5.923373422,3.923373422,5.066518474,0.143145052,5.107629443,5.083367729,5.160467704,4.78416049,4.773507529,5.308940268,4.746259015,5.365064352,5.066518474,4.920596325,5.029981879,4.551200877,5.558681201,6.210324913,5.079625757,4.923373422
1913,YGL121C,chrVII,10.04488916,10.04488916,11.04488916,9.044889157,9.417770591,-0.627118566,9.434755062,9.52167805,9.608390253,9.311989985,9.36196173,9.698072456,9.816501715,9.365270811,9.417770591,9.54902244,9.168124191,9.893538044,9.414336334,8.30635185,9.314251553,10.04488916
1914,YGL122C,chrVII,7.711235799,7.711235799,8.711235799,6.711235799,7.558819503,-0.152416296,7.369456918,7.417426487,7.466933613,8.225801787,7.409217731,7.508069027,7.288838946,7.194455482,7.558819503,7.432922965,7.270658562,7.474393065,7.206125994,6.701950639,7.483247777,7.711235799
1915,YGL123W,chrVII,7.621143707,7.621143707,8.621143707,6.621143707,7.599057336,-0.022086371,7.543969516,7.589967742,7.672225622,6.350417373,7.506018084,7.693332362,7.527762196,7.732081972,7.599057336,7.464510787,7.699711515,7.246990497,7.922662204,8.051374831,7.003544632,7.621143707
1916,YGL124C,chrVII,5.115310226,5.115310226,6.115310226,4.115310226,5.280086963,0.164776737,5.254579162,5.278017256,5.202680974,5.584591224,5.158816579,5.226846216,4.995611758,5.149685667,5.280086963,5.346685652,5.233645908,5.146299035,5.439971643,4.851132531,5.490044163,5.115310226
1917,YGL125W,chrVII,5.733947024,5.733947024,6.733947024,4.733947024,5.637992623,-0.095954401,5.673743441,5.632785668,5.735561014,6.472099956,5.490062945,5.509349001,5.596302071,5.519064639,5.637992623,5.784063037,5.608575006,5.430282845,5.604542379,5.668424302,5.837801218,5.733947024
1918,YGL126W,chrVII,4.851519754,4.851519754,5.851519754,3.851519754,5.023435297,0.171915543,4.79995238,4.793513244,4.865045461,4.906107932,4.898641238,4.613198523,4.675679544,4.673310742,5.023435297,4.880668234,5.008392648,4.307782852,4.980213119,4.455909419,4.924264046,4.851519754
1919,YGL127C,chrVII,5.332561821,5.332561821,6.332561821,4.332561821,5.283026719,-0.049535102,5.27529226,5.260405886,5.268440577,4.911548891,5.227738392,5.071605505,5.296975076,5.184220751,5.283026719,5.45241135,5.367078175,5.088923471,5.709416597,4.574845657,5.503908141,5.332561821
1920,YGL128C,chrVII,5.056200462,5.056200462,6.056200462,4.056200462,5.152678355,0.096477893,5.075022018,5.005067494,5.020179358,5.307263216,4.968865009,4.869922633,4.883165037,4.98986391,5.152678355,5.130671815,5.043817502,4.959577005,5.200656776,4.845167201,5.246755337,5.056200462
1921,YGL129C,chrVII,5.871199158,5.871199158,6.871199158,4.871199158,5.915027855,0.043828697,5.736223247,5.72502326,5.769631943,6.024072331,5.689551429,5.751282414,5.635529139,5.587683891,5.915027855,5.837984868,5.804087179,5.525534352,5.772362554,5.312123091,5.81938615,5.871199158
1922,YGL130W,chrVII,5.753970546,5.753970546,6.753970546,4.753970546,5.771973482,0.018002936,5.789541073,5.747910188,5.764487181,6.170573475,5.53220631,5.705147803,5.573215474,5.749010129,5.771973482,5.864257923,5.556796135,5.493407828,5.995373091,5.753001219,6.123473384,5.753970546
1923,YGL131C,chrVII,5.082334647,5.082334647,6.082334647,4.082334647,4.991533142,-0.090801504,4.876724302,4.891445982,4.951032429,5.220554673,5.0858147,4.966921414,4.740813922,4.760056807,4.991533142,4.890092698,5.025228276,4.650527982,4.816498186,4.711895007,4.991460897,5.082334647
1924,YGL133W,chrVII,5.56654144,5.56654144,6.56654144,4.56654144,5.633760602,0.067219162,5.346732612,5.40703317,5.338880972,5.5560236,5.369323874,5.332752984,4.909351559,5.184052041,5.633760602,5.491775909,5.383307843,4.931375503,5.293538775,5.39117249,5.784472867,5.56654144
1925,YGL134W,chrVII,7.24977989,7.24977989,8.24977989,6.24977989,7.067101127,-0.182678763,6.708460506,6.803624854,6.754549203,6.778282371,6.487482438,6.707289356,6.34461315,6.338406892,7.067101127,7.161317246,6.779707688,6.212426478,7.22711557,5.074735669,7.196860363,7.24977989
1926,YGL135W,chrVII,7.302821082,7.302821082,8.302821082,6.302821082,7.285389718,-0.017431364,7.230016567,7.3333912,7.401040414,5.553898651,7.251877715,7.581522919,7.400280755,7.467951953,7.285389718,7.230709045,7.377961206,7.370686254,7.724598815,7.189265864,6.691616264,7.302821082
1927,YGL136C,chrVII,5.927796354,5.927796354,6.927796354,4.927796354,5.83781473,-0.089981624,5.734106863,5.776623378,5.771542892,5.664000281,5.78213172,5.640218613,5.749618929,5.586819673,5.83781473,5.856698118,5.800652474,5.612827415,5.990181371,4.923799076,5.818377076,5.927796354
1928,YGL137W,chrVII,5.824420485,5.824420485,6.824420485,4.824420485,6.138332142,0.313911657,6.009181154,5.998456241,5.991665675,5.924329151,6.215442029,5.932020523,5.733593447,6.067151878,6.138332142,5.923154355,6.235960367,5.742499922,5.91549464,6.834982899,6.041058565,5.824420485
1929,YGL139W,chrVII,5.354614778,5.354614778,6.354614778,4.354614778,5.247636652,-0.106978125,5.095991334,5.096767492,5.087220454,5.225353481,5.104660103,5.16577337,4.893857812,4.932542581,5.247636652,5.215843779,5.103382671,4.808264518,5.238786438,4.644328552,5.321647111,5.354614778
1930,YGL140C,chrVII,5.47351058,5.47351058,6.47351058,4.47351058,5.482760473,0.009249893,5.384277846,5.384140475,5.435354775,5.91253284,5.371311671,5.415367332,5.244239616,5.354828978,5.482760473,5.345236384,5.251418603,5.025824311,5.307300758,5.855167691,5.562866691,5.47351058
1931,YGL141W,chrVII,5.733578623,5.733578623,6.733578623,4.733578623,5.707618391,-0.025960232,5.443856056,5.482147895,5.521626356,5.911244039,5.426217154,5.469264487,5.364097259,5.40981748,5.707618391,5.530431617,5.259522261,5.259618601,5.304682933,5.641676634,5.72569246,5.733578623
1932,YGL142C,chrVII,5.793948018,5.793948018,6.793948018,4.793948018,5.523409733,-0.270538284,5.4917517,5.504478183,5.615506013,5.508148802,5.344396256,5.541225981,5.491326325,5.404595198,5.523409733,5.589253651,5.365397923,5.320239875,5.822288703,4.959837558,5.790792285,5.793948018
1933,YGL143C,chrVII,5.137027638,5.137027638,6.137027638,4.137027638,5.368006334,0.230978696,4.995607065,5.004913586,4.988990725,5.118469579,4.966877638,4.733175679,4.62792638,4.740953853,5.368006334,5.18153128,5.250054961,4.524419637,5.246123292,4.15615116,5.269355788,5.137027638
1934,YGL144C,chrVII,3.634515715,3.634515715,4.634515715,2.634515715,3.928353116,0.293837401,3.870243475,3.925767197,3.926524799,3.798604536,3.78492002,3.998442642,3.762815407,3.901183625,3.928353116,3.914088759,3.884991589,3.43485743,4.375779891,3.779348218,4.365739416,3.634515715
1935,YGL145W,chrVII,4.893221814,4.893221814,5.893221814,3.893221814,4.774347696,-0.118874118,4.80520562,4.800303933,4.776875479,5.11590348,4.648875908,4.587386796,4.382174845,4.631695659,4.774347696,4.947903219,4.879811459,4.407270869,5.012967761,4.490995728,5.024678864,4.893221814
1936,YGL146C,chrVII,4.03663137,4.03663137,5.03663137,3.03663137,3.705020546,-0.331610824,3.576210911,3.708353483,3.717114146,4.201857629,3.775820304,3.925489184,3.514080878,3.350810342,3.705020546,3.658121963,3.768264485,3.479769131,3.539007324,2.747431677,3.632292665,4.03663137
1937,YGL147C,chrVII,5.191955666,5.191955666,6.191955666,4.191955666,4.913644241,-0.278311425,5.043168514,5.114131612,5.285601874,4.010039247,4.962917364,5.298404759,5.283630412,5.349039075,4.913644241,4.755500633,4.968794666,5.06618074,5.324465808,5.587604086,4.269958025,5.191955666
1938,YGL148W,chrVII,6.797262424,6.797262424,7.797262424,5.797262424,6.804391634,0.00712921,6.792978913,6.731838983,6.698646361,7.006729212,6.572399397,6.540156573,6.262125668,6.788830658,6.804391634,6.769855046,6.865663221,6.134078145,7.174492644,7.259494886,6.771346573,6.797262424
1939,YGL150C,chrVII,5.869686401,5.869686401,6.869686401,4.869686401,5.701868405,-0.167817996,5.501794768,5.537067217,5.516675727,5.994821283,5.582677834,5.405789107,5.065791648,5.4090892,5.701868405,5.411934795,5.574584767,5.059198263,5.269029948,5.972191439,5.452468306,5.869686401
1940,YGL151W,chrVII,4.402313492,4.402313492,5.402313492,3.402313492,4.525351858,0.123038365,4.652206554,4.718065231,4.610948498,5.16907857,4.750776449,4.599100285,4.616945198,4.703064955,4.525351858,4.466372608,4.593098842,4.688977441,4.490480155,5.151370962,4.634189731,4.402313492
1941,YGL153W,chrVII,3.724688459,3.724688459,4.724688459,2.724688459,3.660391342,-0.064297117,3.638186106,3.567089127,3.619531395,4.042115045,3.355762627,3.510673242,3.645399348,3.435156587,3.660391342,3.723274212,3.266068829,3.651962129,3.499679267,2.935327814,3.777206116,3.724688459
1942,YGL154C,chrVII,6.014676753,6.014676753,7.014676753,5.014676753,5.877347624,-0.137329129,5.880601315,5.914963268,5.926797865,6.127318924,5.857466377,5.795663413,5.884869513,5.772561226,5.877347624,5.970283577,5.825780223,5.953700826,6.115248102,5.119149077,6.02686449,6.014676753
1943,YGL155W,chrVII,5.259742602,5.259742602,6.259742602,4.259742602,5.335251905,0.075509303,5.15956662,5.174065916,5.16197834,5.180491213,5.005698885,5.104734576,5.042638374,4.995491543,5.335251905,5.322445624,5.178204703,4.707959602,5.469313278,4.512909905,5.41168995,5.259742602
1944,YGL156W,chrVII,7.258751054,7.258751054,8.258751054,6.258751054,7.298645044,0.03989399,6.995080004,7.090764834,7.143402116,7.419344762,7.447702435,7.127086752,7.212794725,6.748353444,7.298645044,7.098628567,7.237415477,7.196948909,6.565633764,6.422330136,7.168228626,7.258751054
1945,YGL157W,chrVII,3.722268774,3.722268774,4.722268774,2.722268774,4.643027143,0.920758369,4.474964884,4.268677148,4.348347321,3.660410604,4.097442059,3.915038819,4.109630897,4.629907036,4.643027143,4.722746487,4.645824601,3.672327269,5.232709156,5.793627846,5.255759154,3.722268774
1946,YGL159W,chrVII,4.652612801,4.652612801,5.652612801,3.652612801,4.608382922,-0.044229879,4.75024762,4.744586473,4.76184498,4.780120276,4.596308854,4.835856906,4.682150549,4.778506939,4.608382922,4.7714267,4.66691326,4.673803956,5.048762941,4.494046675,4.947548397,4.652612801
1947,YGL160W,chrVII,5.852298625,5.852298625,6.852298625,4.852298625,5.893796943,0.041498319,5.808100688,5.838926254,5.844740329,6.112027412,5.690641968,5.785711802,5.69202582,5.744577673,5.893796943,5.84915629,5.646244889,5.865975455,5.897494192,5.529137437,6.110126662,5.852298625
1948,YGL161C,chrVII,6.540491953,6.540491953,7.540491953,5.540491953,6.601023177,0.060531224,6.641979265,6.565355213,6.572292579,6.592834271,6.565313473,6.5415287,6.688247032,6.551863907,6.601023177,6.648293073,6.494739169,6.784263618,6.556013428,6.348539873,6.643225621,6.540491953
1949,YGL162W,chrVII,1.992489481,1.992489481,2.992489481,0.992489481,1.794092915,-0.198396567,1.932410002,1.873165384,1.932601943,1.485143372,1.723732704,2.116288623,0.95381584,1.970940202,1.794092915,1.7353831,1.657993986,1.026111689,2.053559037,3.08218134,2.0021833,1.992489481
1950,YGL163C,chrVII,5.287737258,5.287737258,6.287737258,4.287737258,5.397219071,0.109481813,5.059995817,5.110653525,5.07174123,6.146693715,4.875046862,5.101502721,4.509924778,4.808525378,5.397219071,5.15851321,5.004184356,4.538165216,4.976198191,4.947198622,5.345119237,5.287737258
1951,YGL164C,chrVII,4.910050677,4.910050677,5.910050677,3.910050677,5.157223273,0.247172596,5.135154445,5.089740427,5.130660039,5.274675916,5.18913403,5.157811475,5.199144805,5.052235855,5.157223273,5.10251273,5.01889365,5.145895927,4.907881344,5.111785789,5.291973151,4.910050677
1952,YGL166W,chrVII,3.895355121,3.895355121,4.895355121,2.895355121,4.167188987,0.271833866,3.941504333,3.892049217,3.901334813,4.109405071,3.714147441,3.691706291,3.770828057,3.773288689,4.167188987,4.080925853,3.862667023,3.723207366,4.024873533,3.32888901,3.871657029,3.895355121
1953,YGL167C,chrVII,6.060711235,6.060711235,7.060711235,5.060711235,6.334641971,0.273930736,6.091191771,6.093633438,6.114024815,6.133206973,6.044659595,5.826517532,5.865911389,6.092372461,6.334641971,6.107286053,6.092049004,5.72522949,6.246272266,6.568360746,6.254488372,6.060711235
1954,YGL168W,chrVII,1.194529865,1.194529865,2.194529865,0.194529865,1.359565405,0.16503554,1.044663154,1.392130478,1.25404682,0.431668014,1.620377185,1.245718059,0.802293162,1.268789033,1.359565405,1.021622067,1.688820007,0.994413816,1.817104356,1.288599278,1.45209215,1.194529865
1955,YGL169W,chrVII,4.678382356,4.678382356,5.678382356,3.678382356,4.896056913,0.217674557,4.850310849,4.837692869,4.80880238,4.515190427,4.559769459,4.853148634,4.46339425,4.836328638,4.896056913,4.959859545,4.721744839,4.550479672,5.111078031,4.890437931,5.056791955,4.678382356
1956,YGL170C,chrVII,2.430451591,2.430451591,3.430451591,1.430451591,2.72800468,0.297553089,2.533828923,2.682058903,2.6332525,2.498291175,2.701160546,2.325296871,2.424131959,2.199099131,2.72800468,2.738519991,3.006769769,2.865629081,3.217947726,0.092456967,2.734556156,2.430451591
1957,YGL171W,chrVII,4.024026167,4.024026167,5.024026167,3.024026167,4.116150416,0.092124249,4.031980452,4.070293269,4.006199571,3.69893324,3.700894441,4.258161058,3.517497601,4.02490983,4.116150416,4.1248285,3.949399019,3.531847566,4.672468098,3.757120585,4.233688462,4.024026167
1958,YGL172W,chrVII,4.618973409,4.618973409,5.618973409,3.618973409,4.832309175,0.213335766,4.750938525,4.647399617,4.720461053,4.709147676,4.615980951,4.719471904,4.738566292,4.703264437,4.832309175,4.719111302,4.557815838,4.352072149,4.585650224,5.22414675,4.855737314,4.618973409
1959,YGL173C,chrVII,7.146014264,7.146014264,8.146014264,6.146014264,7.025717229,-0.120297035,6.781206162,6.895082661,6.897148017,7.425939668,7.127220933,6.867315939,6.712421866,6.725648377,7.025717229,6.728927087,6.887615424,6.803675918,6.54550071,6.903461609,6.839524543,7.146014264
1960,YGL174W,chrVII,4.146768193,4.146768193,5.146768193,3.146768193,4.069877768,-0.076890425,3.958948149,4.000648845,3.985759671,3.840002933,3.825254196,3.823754589,3.604138888,3.880411234,4.069877768,4.176526644,4.064449356,3.498051417,4.407511459,3.37582126,4.309305686,4.146768193
1961,YGL175C,chrVII,0.925895616,0.925895616,1.925895616,-0.074104384,1.478071441,0.552175825,1.285378177,1.107552179,1.143663117,1.093975373,1.093440084,0.890377654,0.979034523,1.019643917,1.478071441,1.429994794,1.106742059,0.396209871,1.37387456,1.561897892,1.443665985,0.925895616
1962,YGL176C,chrVII,4.329109884,4.329109884,5.329109884,3.329109884,4.378044166,0.048934282,4.240005523,4.227163122,4.318572697,4.352665768,4.124298014,4.209208461,4.113707276,4.115672742,4.378044166,4.299022276,4.235748448,3.742104516,4.397229028,4.212598395,4.476512553,4.329109884
1963,YGL177W,chrVII,0.737882155,0.737882155,1.737882155,-0.262117845,0.623460543,-0.114421613,0.815801084,0.802592826,0.486265111,0.570086442,0.893201623,0.486574291,0.227315271,0.656503679,0.623460543,0.992645302,0.930187217,0.696901127,0.817160512,0.459562962,0.835261927,0.737882155
1964,YGL178W,chrVII,5.15957977,5.15957977,6.15957977,4.15957977,5.240213006,0.080633236,5.234359718,5.271226592,5.225946603,5.959582118,4.983079545,5.106276573,4.937965959,5.333968801,5.240213006,5.190685362,4.952109099,5.043577543,5.137132806,6.158310207,5.301442809,5.15957977
1965,YGL179C,chrVII,5.711414241,5.711414241,6.711414241,4.711414241,6.102721438,0.391307197,5.826456154,5.8736986,5.816729219,4.644256603,5.818517028,5.458075571,5.179229172,5.754645909,6.102721438,6.225362716,6.297038951,4.70283997,6.680819621,5.953216333,6.236219127,5.711414241
