"","GENE","CHRM","GCAnc"
"1358","YDR502C","chrIV",0.00391011331558117
"1359","YDR503C","chrIV",0.00772594467211195
"1360","YDR504C","chrIV",0.0135026467663159
"1361","YDR505C","chrIV",0.000333286238398118
"1362","YDR506C","chrIV",0.00705288406385285
"1363","YDR507C","chrIV",0.000912180104386188
"1364","YDR508C","chrIV",0.00356650270347587
"1365","YDR510C-A","chrIV",0.118564621297688
"1366","YDR510W","chrIV",0.00502805649569039
"1367","YDR511W","chrIV",0.00286451489615667
"1368","YDR512C","chrIV",0.00587195542621331
"1369","YDR513W","chrIV",0.000838708735959385
"1370","YDR514C","chrIV",0.00401354840219877
"1371","YDR515W","chrIV",0.00238582224049503
"1372","YDR516C","chrIV",0.0013455318390054
"1373","YDR517W","chrIV",0.00196361288882745
"1374","YDR518W","chrIV",0.00295904121488682
"1375","YDR519W","chrIV",0.0168935667892584
"1376","YDR520C","chrIV",0.00227367253347793
"1377","YDR522C","chrIV",0.069834910664244
"1378","YDR523C","chrIV",0.0765825925392257
"1379","YDR524C","chrIV",0.00296347838153365
"1380","YDR524C-B","chrIV",0.000137032229748157
"1381","YDR524W-C","chrIV",0.00139522469911517
"1382","YDR525W-A","chrIV",0.0037357250046822
"1383","YDR527W","chrIV",0.00332115462215743
"1384","YDR528W","chrIV",0.0444114291137193
"1385","YDR529C","chrIV",0.000246672607498064
"1386","YDR530C","chrIV",0.000434009829255357
"1387","YDR531W","chrIV",0.000695737323958929
"1388","YDR532C","chrIV",0.00917468262599684
"1389","YDR533C","chrIV",0.00578185350925677
"1390","YDR534C","chrIV",0.0377708680404676
"1391","YDR535C","chrIV",0.0670402852082902
"1392","YDR536W","chrIV",0.000837635897215364
"1393","YDR537C","chrIV",0.160650686631415
"1394","YDR538W","chrIV",0.0115114133401794
"1395","YDR539W","chrIV",0.0012325187928027
"1396","YDR540C","chrIV",0.0352808406349763
"1397","YDR541C","chrIV",0.0180938819215557
"1398","YEL001C","chrV",0.00274238226700157
"1399","YEL002C","chrV",0.000962900292007799
"1400","YEL003W","chrV",0.0242611159200928
"1401","YEL004W","chrV",0.00853116912598525
"1402","YEL005C","chrV",0.0026671070136394
"1403","YEL006W","chrV",0.00319949634799986
"1404","YEL007W","chrV",0.00141648008162032
"1405","YEL009C","chrV",4.65143194422563e-05
"1406","YEL011W","chrV",0.000227767868807513
"1407","YEL012W","chrV",0.00103058473325426
"1408","YEL013W","chrV",0.000697722492106082
"1409","YEL014C","chrV",0.102380898845937
"1410","YEL015W","chrV",0.00190699960196925
"1411","YEL016C","chrV",0.00511492089022582
"1412","YEL017C-A","chrV",0.00718682996561316
"1413","YEL017W","chrV",0.00481675264772721
"1414","YEL018W","chrV",0.0237626942770315
"1415","YEL019C","chrV",0.0152776840327626
"1416","YEL020C","chrV",0.000542667581759948
"1417","YEL020W-A","chrV",0.0178326259848278
"1418","YEL022W","chrV",0.00353049213764244
"1419","YEL023C","chrV",0.00963461819619377
"1420","YEL024W","chrV",9.8732127841327e-05
"1421","YEL025C","chrV",0.00167634039920176
"1422","YEL026W","chrV",0.0273146884903108
"1423","YEL027W","chrV",0.000972995608769841
"1424","YEL028W","chrV",0.0381675651372241
"1425","YEL029C","chrV",0.00832669642182584
"1426","YEL030W","chrV",0.00836599483428288
"1427","YEL031W","chrV",0.00305410544766906
"1428","YEL032W","chrV",0.00152687518356995
"1429","YEL033W","chrV",0.0293699318178207
"1430","YEL035C","chrV",0.0408858256846009
"1431","YEL036C","chrV",0.00241507730545626
"1432","YEL037C","chrV",0.00301565368611778
"1433","YEL038W","chrV",0.00600662821418878
"1434","YEL039C","chrV",0.0027875382689642
"1435","YEL040W","chrV",0.0126254292847855
"1436","YEL041W","chrV",0.00755511244812093
"1437","YEL042W","chrV",0.00184733672854945
"1438","YEL043W","chrV",0.0017984889291901
"1439","YEL044W","chrV",0.00215775105484049
"1440","YEL046C","chrV",0.00593999960512594
"1441","YEL047C","chrV",0.000952906002956105
"1442","YEL048C","chrV",0.0412390359444191
"1443","YEL049W","chrV",0.0220590434576391
"1444","YEL050C","chrV",0.00327359298551741
"1445","YEL050W-A","chrV",0.0598680995484554
"1446","YEL051W","chrV",0.00175991349879291
"1447","YEL052W","chrV",0.000834033598503364
"1448","YEL053C","chrV",0.00116000794095967
"1449","YEL054C","chrV",0.00266044397404143
"1450","YEL055C","chrV",0.000775017084257575
"1451","YEL056W","chrV",0.00349706504840581
"1452","YEL057C","chrV",0.0139248541938294
"1453","YEL058W","chrV",0.00592155003858983
"1454","YEL059C-A","chrV",0.00414841878495349
"1455","YEL059W","chrV",0.257679292228992
"1456","YEL060C","chrV",0.000276427004025782
"1457","YEL061C","chrV",0.00204200506523855
"1458","YEL062W","chrV",0.00259039095714732
"1459","YEL063C","chrV",0.00149271876542811
"1460","YEL064C","chrV",0.00590445646191633
"1461","YEL065W","chrV",0.0040774091830388
"1462","YEL066W","chrV",0.00189403355100804
"1463","YEL067C","chrV",0.0263911534850389
"1464","YEL068C","chrV",0.0126026273257924
"1465","YEL069C","chrV",0.0624016689352147
"1466","YEL070W","chrV",0.113778906213601
"1467","YEL071W","chrV",0.000623589564168987
"1468","YEL072W","chrV",0.0137875665862036
"1469","YEL073C","chrV",0.011141467545544
"1470","YEL077C","chrV",0.00740489709693038
"1471","YER001W","chrV",0.000320636096304823
"1472","YER002W","chrV",0.00665421497885717
"1473","YER003C","chrV",0.000801867735374641
"1474","YER004W","chrV",0.00113617149565807
"1475","YER005W","chrV",0.00589293689984158
"1476","YER006W","chrV",0.00187723616843321
"1477","YER007C-A","chrV",0.00655418115962502
"1478","YER007W","chrV",0.0121221715239213
"1479","YER008C","chrV",0.00163139841247925
"1480","YER009W","chrV",0.00113724695392292
"1481","YER010C","chrV",0.002067994973228
"1482","YER012W","chrV",0.00193212220278703
"1483","YER013W","chrV",0.00515013141603617
"1484","YER014W","chrV",0.000395902273743525
"1485","YER015W","chrV",0.000410111161700324
"1486","YER016W","chrV",0.00197671362570342
"1487","YER017C","chrV",0.00348617040658452
"1488","YER018C","chrV",0.0497833801453796
"1489","YER019C-A","chrV",0.000634433444576319
"1490","YER019W","chrV",0.0224198651642989
"1491","YER020W","chrV",0.000923693543676831
"1492","YER021W","chrV",0.000364691069346451
"1493","YER022W","chrV",0.00129352543198264
"1494","YER023W","chrV",0.00103410813593879
"1495","YER024W","chrV",7.89766714841628e-05
"1496","YER025W","chrV",0.00044909639333446
"1497","YER026C","chrV",0.000326618190875397
"1498","YER027C","chrV",0.0052326019077936
"1499","YER028C","chrV",0.0392077132403777
"1500","YER029C","chrV",0.00884175769905802
"1501","YER030W","chrV",0.00287179740702696
"1502","YER031C","chrV",0.0013071103684152
"1503","YER032W","chrV",0.00201630197127501
"1504","YER033C","chrV",0.011234239201749
"1505","YER034W","chrV",0.0107891728199488
"1506","YER035W","chrV",0.00187255933529583
"1507","YER036C","chrV",0.00081224108718972
"1508","YER037W","chrV",0.00498166079382249
"1509","YER038C","chrV",0.0158822185241644
"1510","YER039C","chrV",0.0186997481288993
"1511","YER039C-A","chrV",0.0338407187954735
"1512","YER040W","chrV",0.0025215190275247
"1513","YER041W","chrV",0.000520710338253392
"1514","YER042W","chrV",0.00464308642894761
"1515","YER043C","chrV",0.00170615939075453
"1516","YER044C","chrV",0.000862474979381695
"1517","YER045C","chrV",0.00592989597304381
"1518","YER046W","chrV",0.00947164113294813
"1519","YER047C","chrV",0.00321044330630544
"1520","YER048C","chrV",0.00105465964061242
"1521","YER048W-A","chrV",0.00546010667549164
"1522","YER049W","chrV",0.00170847910658636
"1523","YER050C","chrV",0.00352988879392935
"1524","YER051W","chrV",0.00552527125122719
"1525","YER052C","chrV",0.000896404970008604
"1526","YER053C","chrV",0.000103747226898516
"1527","YER053C-A","chrV",0.00226351894888846
"1528","YER054C","chrV",0.00330449567394643
"1529","YER055C","chrV",0.000618212697055606
"1530","YER056C","chrV",0.000411732107307581
"1531","YER056C-A","chrV",0.00163620987178011
"1532","YER057C","chrV",0.00144803376809949
"1533","YER058W","chrV",0.033106861049749
"1534","YER059W","chrV",0.00383264230839248
"1535","YER060W","chrV",0.00556505131958854
"1536","YER060W-A","chrV",0.00881160322187621
"1537","YER061C","chrV",0.0058699904023883
"1538","YER062C","chrV",0.0127248637849709
"1539","YER063W","chrV",0.00419701157228727
"1540","YER064C","chrV",0.00613145509068666
"1541","YER065C","chrV",2.89488568390667e-05
"1542","YER066C-A","chrV",0.0389294849842353
"1543","YER066W","chrV",0.00484994442986008
"1544","YER067C-A","chrV",0.131013724061744
"1545","YER068W","chrV",0.00171341077051397
"1546","YER069W","chrV",0.000448553818734085
"1547","YER070W","chrV",0.00145641505008247
"1548","YER071C","chrV",0.023630595850914
"1549","YER072W","chrV",0.00181149242413752
"1550","YER073W","chrV",0.02193956986545
"1551","YER074W","chrV",0.00133335025907897
"1552","YER074W-A","chrV",0.00952555453994308
"1553","YER075C","chrV",0.000659374113060766
"1554","YER076C","chrV",0.00685649606047322
"1555","YER076W-A","chrV",0.0237874108627893
"1556","YER077C","chrV",0.0123412516865342
"1557","YER078C","chrV",0.00681866172832187
"1558","YER079W","chrV",0.00171323954936684
"1559","YER080W","chrV",0.000404645424654558
"1560","YER081W","chrV",0.0011042754297101
"1561","YER082C","chrV",0.00151607785007416
"1562","YER083C","chrV",0.00349693651015602
"1563","YER084W","chrV",0.0393780384723057
"1564","YER086W","chrV",0.00182080464093834
"1565","YER087C-B","chrV",0.00594195061522822
"1566","YER087W","chrV",0.00394718368421288
"1567","YER088C","chrV",0.00117489915489196
"1568","YER089C","chrV",0.0197217941288022
"1569","YER089C","chrV",0.0197217941288022
"1570","YER090W","chrV",0.000972718686609609
"1571","YER091C","chrV",0.000300547430461241
"1572","YER092W","chrV",0.00912331420668443
"1573","YER093C","chrV",0.00156445557647631
"1574","YER093C-A","chrV",0.00867586710817335
"1575","YER094C","chrV",0.00160981160961332
"1576","YER095W","chrV",0.000811635085275017
"1577","YER096W","chrV",0.00555772841841968
"1578","YER098W","chrV",0.00288038594943633
"1579","YER098W","chrV",0.00288038594943633
"1580","YER099C","chrV",0.0030715005033391
"1581","YER100W","chrV",0.00345495815630728
"1582","YER101C","chrV",0.00530878136797041
"1583","YER102W","chrV",0.00547077350818631
"1584","YER103W","chrV",0.00812686147229594
"1585","YER104W","chrV",0.00322832962976089
"1586","YER105C","chrV",0.000691495639280046
"1587","YER107C","chrV",0.00793308798295576
"1588","YER107W-A","chrV",0.153502074397906
"1589","YER109C","chrV",0.0173244869126166
"1590","YER110C","chrV",0.00242970827868274
"1591","YER111C","chrV",0.00183342356417911
"1592","YER112W","chrV",0.00632410735175327
"1593","YER113C","chrV",0.0104353224918731
"1594","YER114C","chrV",0.00188326092594718
"1595","YER115C","chrV",0.00497226465542969
"1596","YER116C","chrV",0.00344361680952071
"1597","YER117W","chrV",0.00101022207654065
"1598","YER118C","chrV",0.00268075436864395
"1599","YER119C","chrV",0.00290465984817476
"1600","YER120W","chrV",0.00214422313018464
"1601","YER121W","chrV",0.00372182837135643
"1602","YER122C","chrV",0.000978562202451341
"1603","YER123W","chrV",0.000316401299425492
"1604","YER124C","chrV",0.00406907467760002
"1605","YER125W","chrV",0.00150769356471461
"1606","YER126C","chrV",0.00544863195687292
"1607","YER127W","chrV",0.0162779069770935
"1608","YER128W","chrV",0.00885678635704436
"1609","YER129W","chrV",0.00135467630979631
"1610","YER130C","chrV",0.0114331791762838
"1611","YER131W","chrV",0.000913326392944431
"1612","YER132C","chrV",0.0032335891489857
"1613","YER133W","chrV",0.000897901941080868
"1614","YER133W-A","chrV",0.113293776753099
"1615","YER134C","chrV",0.0142713635744237
"1616","YER135C","chrV",0.0193834326818929
"1617","YER136W","chrV",0.000403496957077005
"1618","YER137C","chrV",0.198457777482036
"1619","YER138W-A","chrV",0.195515988992284
"1620","YER139C","chrV",0.00830886241217502
"1621","YER140W","chrV",0.00109340784402446
"1622","YER141W","chrV",0.000589685802158374
"1623","YER142C","chrV",0.00443535629238722
"1624","YER143W","chrV",0.000968837363200877
"1625","YER144C","chrV",0.00288848435833058
"1626","YER145C","chrV",0.00293868731525357
"1627","YER146W","chrV",0.0197016318508567
"1628","YER147C","chrV",0.00150674629988611
"1629","YER147C-A","chrV",0.0643702589082441
"1630","YER148W","chrV",0.00534041613369114
"1631","YER149C","chrV",0.0272759300469903
"1632","YER150W","chrV",0.00101862784695279
"1633","YER151C","chrV",0.00300794623802823
"1634","YER152C","chrV",0.0185228461885961
"1635","YER153C","chrV",0.345013592252688
"1636","YER154W","chrV",0.0151101746769659
"1637","YER155C","chrV",0.000511557062710566
"1638","YER156C","chrV",0.00217921503260937
"1639","YER157W","chrV",0.0026408966171158
"1640","YER158C","chrV",0.000520800330683708
"1641","YER158W-A","chrV",0.0989427084459715
"1642","YER159C","chrV",0.00571551577224099
"1643","YER161C","chrV",0.00545869188975867
"1644","YER162C","chrV",0.00307573845190295
"1645","YER163C","chrV",0.00437706493194373
"1646","YER164W","chrV",0.00201049312592502
"1647","YER165C-A","chrV",0.106851859038008
"1648","YER165W","chrV",0.000603228860664022
"1649","YER166W","chrV",0.00196166034136269
"1650","YER167W","chrV",0.000572794151412313
"1651","YER168C","chrV",0.00230812938065238
"1652","YER169W","chrV",0.0025560757620307
"1653","YER170W","chrV",0.00339882798351955
"1654","YER171W","chrV",0.00309193393149813
"1655","YER172C","chrV",0.0024533465486329
"1656","YER173W","chrV",0.00217675473491028
"1657","YER174C","chrV",0.00200131309941006
"1658","YER175C","chrV",0.00332938020610483
"1659","YER175W-A","chrV",0.147234584895108
"1660","YER176W","chrV",0.00490527509907081
"1661","YER177W","chrV",0.000184033608553796
"1662","YER178W","chrV",0.000142507398331227
"1663","YER179W","chrV",0.0257669834287643
"1664","YER180C","chrV",0.0059449517660162
"1665","YER180C-A","chrV",0.0380306036323586
"1666","YER182W","chrV",0.00186794148991816
"1667","YER183C","chrV",0.00499735951189125
"1668","YER184C","chrV",0.00267993985254592
"1669","YER185W","chrV",0.0662503578110558
"1670","YER186C","chrV",0.00320701176854349
"1671","YER187W","chrV",0.0432762666899989
"1672","YER188W","chrV",0.060034041243565
"1673","YFL001W","chrVI",0.00532270077897477
"1674","YFL002C","chrVI",0.00285063280123814
"1675","YFL003C","chrVI",0.0470845847011834
"1676","YFL004W","chrVI",0.000396950932802877
"1677","YFL005W","chrVI",0.00160913526871838
"1678","YFL007W","chrVI",0.000528303059927793
"1679","YFL008W","chrVI",0.00141419118844839
"1680","YFL009W","chrVI",0.00126452959067292
"1681","YFL010C","chrVI",0.0680830177047882
"1682","YFL010W-A","chrVI",0.0375572283226342
"1683","YFL013C","chrVI",0.00276007918449625
"1684","YFL014W","chrVI",0.000171330491306386
"1685","YFL016C","chrVI",0.00346152053692657
"1686","YFL017C","chrVI",0.0110287218771655
"1687","YFL017W-A","chrVI",0.00510767398532544
"1688","YFL018C","chrVI",4.54595510876982e-05
"1689","YFL019C","chrVI",0.14879269159589
"1690","YFL020C","chrVI",0.0330781105485934
"1691","YFL021W","chrVI",0.00333910189098299
"1692","YFL022C","chrVI",0.00463185824839019
"1693","YFL023W","chrVI",0.00737272425190653
"1694","YFL024C","chrVI",0.000746576251603563
"1695","YFL025C","chrVI",0.00379767915368516
"1696","YFL026W","chrVI",0.00939226603763862
"1697","YFL027C","chrVI",0.0052596355983342
"1698","YFL028C","chrVI",0.00200024481512116
"1699","YFL029C","chrVI",0.00440580666695711
"1700","YFL030W","chrVI",0.000136515476917841
"1701","YFL031C-A","chrVI",0.0244771804757061
"1702","YFL031W","chrVI",0.00174756791840527
"1703","YFL031W","chrVI",0.00174756791840527
"1704","YFL033C","chrVI",0.00574506805972274
"1705","YFL034C-A","chrVI",0.015683157485814
"1706","YFL034C-B","chrVI",0.0188826425310297
"1707","YFL034W","chrVI",0.00744683791696748
"1708","YFL036W","chrVI",0.00231958430034007
"1709","YFL037W","chrVI",0.000883406504971898
"1710","YFL038C","chrVI",0.000362194522877691
"1711","YFL039C","chrVI",3.10941757271999e-05
"1712","YFL040W","chrVI",0.0244768183599314
"1713","YFL041W","chrVI",0.00309541398295671
"1714","YFL041W-A","chrVI",0.0388628437093666
"1715","YFL042C","chrVI",0.00119262359526109
"1716","YFL044C","chrVI",0.00205008848391082
"1717","YFL045C","chrVI",0.000775910157823445
"1718","YFL046W","chrVI",0.00406815478364715
"1719","YFL047W","chrVI",0.00902669717342046
"1720","YFL048C","chrVI",0.00354058641081233
"1721","YFL049W","chrVI",0.00403598948057444
"1722","YFL050C","chrVI",0.00396278080314735
"1723","YFL051C","chrVI",0.0841881011926758
"1724","YFL052W","chrVI",0.0060052979388631
"1725","YFL053W","chrVI",0.0957070042541899
"1726","YFL054C","chrVI",0.00362365371749334
"1727","YFL055W","chrVI",0.00552633874727958
"1728","YFL056C","chrVI",0.0199890147581394
"1729","YFL057C","chrVI",0.0916619385875725
"1730","YFL059W","chrVI",0.0139357056451529
"1731","YFL060C","chrVI",0.0539928588890397
"1732","YFL061W","chrVI",0.208493111994307
"1733","YFL062W","chrVI",0.00959944279124704
"1734","YFR001W","chrVI",0.00737106604944253
"1735","YFR002W","chrVI",0.0010920276778855
"1736","YFR003C","chrVI",0.00438412377837997
"1737","YFR004W","chrVI",0.000672152144167218
"1738","YFR005C","chrVI",0.0109690093544606
"1739","YFR006W","chrVI",0.00033181258416054
"1740","YFR007W","chrVI",0.00617000965792261
"1741","YFR008W","chrVI",0.00599885663044664
"1742","YFR009W","chrVI",0.00226329560116957
"1743","YFR009W","chrVI",0.00226329560116957
"1744","YFR010W","chrVI",0.000864867553657138
"1745","YFR010W-A","chrVI",0.0342209070053776
"1746","YFR011C","chrVI",0.001952974211559
"1747","YFR012W","chrVI",0.112910127373872
"1748","YFR013W","chrVI",0.00343084797864451
"1749","YFR014C","chrVI",0.000693553431423367
"1750","YFR015C","chrVI",0.000606154538037711
"1751","YFR016C","chrVI",0.0023436823411713
"1752","YFR017C","chrVI",0.00148740151916163
"1753","YFR018C","chrVI",0.0246670100696547
"1754","YFR019W","chrVI",0.00241308520029391
"1755","YFR020W","chrVI",0.0068578845557782
"1756","YFR021W","chrVI",0.0112765532855891
"1757","YFR022W","chrVI",0.00546722927342168
"1758","YFR023W","chrVI",0.0691784179422427
"1759","YFR024C-A","chrVI",0.00147160480673461
"1760","YFR025C","chrVI",0.00140369123754533
"1761","YFR026C","chrVI",0.0202050952803372
"1762","YFR027W","chrVI",0.0106740734889344
"1763","YFR028C","chrVI",0.00265533061403852
"1764","YFR029W","chrVI",0.00334711945451591
"1765","YFR030W","chrVI",0.00186058374575683
"1766","YFR031C","chrVI",0.00523791561288173
"1767","YFR031C-A","chrVI",0.000343560859583765
"1768","YFR033C","chrVI",0.000278823162104068
"1769","YFR034C","chrVI",0.00908827555129739
"1770","YFR035C","chrVI",0.0203607550605526
"1771","YFR036W","chrVI",0.0228865568290544
"1772","YFR037C","chrVI",0.00148558020288009
"1773","YFR038W","chrVI",0.00251916189017059
"1774","YFR039C","chrVI",0.00290127533651022
"1775","YFR040W","chrVI",0.000312067676015636
"1776","YFR041C","chrVI",0.00778200656412544
"1777","YFR042W","chrVI",0.00831364253690516
"1778","YFR043C","chrVI",0.00644932608144834
"1779","YFR044C","chrVI",0.00112599692748264
"1780","YFR045W","chrVI",0.0034781822269714
"1781","YFR046C","chrVI",0.00558087187741653
"1782","YFR047C","chrVI",0.0022804794946381
"1783","YFR048W","chrVI",0.000657258121230876
"1784","YFR049W","chrVI",0.000532305587413606
"1785","YFR050C","chrVI",0.000636995188552935
"1786","YFR051C","chrVI",0.00511209741934358
"1787","YFR052W","chrVI",0.000261886938159766
"1788","YFR053C","chrVI",0.00096609840006093
"1789","YFR053C","chrVI",0.00096609840006093
"1790","YFR055W","chrVI",0.0890303620199439
"1791","YFR056C","chrVI",0.0677081489501714
"1792","YGL001C","chrVII",0.0013725493851697
"1793","YGL002W","chrVII",0.00428809531981927
"1794","YGL003C","chrVII",0.00250084985244825
"1795","YGL004C","chrVII",0.0026387855523457
"1796","YGL005C","chrVII",0.00724606450521174
"1797","YGL006W","chrVII",0.000359399446574107
"1798","YGL007C-A","chrVII",0.167668238590934
"1799","YGL007W","chrVII",0.00903086289713172
"1800","YGL008C","chrVII",0.000103686040041795
"1801","YGL009C","chrVII",0.00150878475595275
"1802","YGL010W","chrVII",0.00444018163683129
"1803","YGL011C","chrVII",3.45854876343545e-06
"1804","YGL012W","chrVII",0.00219782553716121
"1805","YGL013C","chrVII",0.00277813461486718
"1806","YGL014W","chrVII",0.00260990356276486
"1807","YGL016W","chrVII",0.000332124413428892
"1808","YGL017W","chrVII",0.00280108949806009
"1809","YGL018C","chrVII",0.00366566775483095
"1810","YGL019W","chrVII",0.00126437441272368
"1811","YGL020C","chrVII",0.00159337945514488
"1812","YGL021W","chrVII",0.00354153614270751
"1813","YGL022W","chrVII",0.0020043176700832
"1814","YGL023C","chrVII",0.00513319834954414
"1815","YGL025C","chrVII",0.0066246011317892
"1816","YGL026C","chrVII",0.00156823615537743
"1817","YGL027C","chrVII",0.00117588268656936
"1818","YGL028C","chrVII",0.00630416883993691
"1819","YGL029W","chrVII",0.0747201710640451
"1820","YGL030W","chrVII",0.000489963023059959
"1821","YGL031C","chrVII",0.0013061689254196
"1822","YGL032C","chrVII",0.276274762069868
"1823","YGL035C","chrVII",0.0153008366619863
"1824","YGL036W","chrVII",0.000738431727371964
"1825","YGL037C","chrVII",0.000567005361067139
"1826","YGL038C","chrVII",0.00128011408511154
"1827","YGL039W","chrVII",0.0172839948377864
"1828","YGL040C","chrVII",0.00175297969869541
"1829","YGL041W-A","chrVII",0.0110951416559354
"1830","YGL042C","chrVII",0.0104297612344523
"1831","YGL043W","chrVII",0.00164252104657742
"1832","YGL044C","chrVII",0.00409891643541848
"1833","YGL045W","chrVII",0.00235405322211424
"1834","YGL047W","chrVII",0.00217880469784963
"1835","YGL048C","chrVII",0.000114576342647966
"1836","YGL049C","chrVII",0.00412851278811325
"1837","YGL050W","chrVII",0.00773094525623781
"1838","YGL053W","chrVII",0.0948654288645523
"1839","YGL054C","chrVII",0.00221027834190871
"1840","YGL055W","chrVII",0.000171128580393391
"1841","YGL056C","chrVII",0.000879135469480412
"1842","YGL057C","chrVII",0.00525511824554437
"1843","YGL058W","chrVII",0.0014850538497802
"1844","YGL059W","chrVII",0.00182651684267547
"1845","YGL060W","chrVII",0.00621481826277249
"1846","YGL061C","chrVII",0.00536589207731103
"1847","YGL062W","chrVII",0.00012640845428154
"1848","YGL063W","chrVII",0.201021752325429
"1849","YGL064C","chrVII",0.019074649741085
"1850","YGL065C","chrVII",0.00177006677438563
"1851","YGL066W","chrVII",0.0022461175031631
"1852","YGL067W","chrVII",0.013747185668652
"1853","YGL068W","chrVII",0.00697192584508302
"1854","YGL070C","chrVII",0.0112547247635865
"1855","YGL071W","chrVII",0.0197259491686084
"1856","YGL073W","chrVII",0.0015245090150329
"1857","YGL075C","chrVII",0.00461881866898664
"1858","YGL076C","chrVII",0.000929235843216674
"1859","YGL077C","chrVII",0.00101387517253203
"1860","YGL078C","chrVII",0.00298379653157561
"1861","YGL079W","chrVII",0.0160686667073023
"1862","YGL080W","chrVII",0.00149634445711097
"1863","YGL081W","chrVII",0.0120057278929499
"1864","YGL082W","chrVII",0.0019251545448182
"1865","YGL083W","chrVII",0.00344628638451925
"1866","YGL084C","chrVII",0.000550801437495346
"1867","YGL085W","chrVII",0.0154395337825624
"1868","YGL086W","chrVII",0.00214273605145193
"1869","YGL087C","chrVII",0.00351469999606079
"1870","YGL089C","chrVII",0.100856134696656
"1871","YGL090W","chrVII",0.00730739520809949
"1872","YGL091C","chrVII",0.00357486625240577
"1873","YGL092W","chrVII",0.00263709920920505
"1874","YGL093W","chrVII",0.00395874062512575
"1875","YGL094C","chrVII",0.000918516930569812
"1876","YGL095C","chrVII",0.00192339739434463
"1877","YGL096W","chrVII",0.00462041291162503
"1878","YGL097W","chrVII",0.00286566077484619
"1879","YGL098W","chrVII",0.00649318293187247
"1880","YGL099W","chrVII",0.00250505630303177
"1881","YGL100W","chrVII",0.00149214048675691
"1882","YGL101W","chrVII",0.005444152670626
"1883","YGL103W","chrVII",0.0680905201682455
"1884","YGL104C","chrVII",0.00638079626900607
"1885","YGL105W","chrVII",0.000567179605265049
"1886","YGL106W","chrVII",0.00184526569119865
"1887","YGL107C","chrVII",0.00766971517819104
"1888","YGL108C","chrVII",0.113122268216576
"1889","YGL109W","chrVII",0.0539707637677232
"1890","YGL110C","chrVII",0.00340445427791729
"1891","YGL111W","chrVII",0.0030364581922032
"1892","YGL112C","chrVII",0.00138870612375946
"1893","YGL113W","chrVII",0.00704446216709553
"1894","YGL114W","chrVII",0.00159561066279392
"1895","YGL115W","chrVII",0.00116352946574089
"1896","YGL116W","chrVII",0.000301668483661366
"1897","YGL117W","chrVII",0.000611459353523199
"1898","YGL119W","chrVII",0.00621085609025386
"1899","YGL120C","chrVII",0.00100865717856405
"1900","YGL121C","chrVII",0.00240216546613091
"1901","YGL122C","chrVII",0.0013687899215976
"1902","YGL123W","chrVII",0.00017940733541554
"1903","YGL124C","chrVII",0.00476996713023215
"1904","YGL125W","chrVII",0.00356461457865903
"1905","YGL126W","chrVII",0.0132866403080337
"1906","YGL127C","chrVII",0.00325214470614974
"1907","YGL128C","chrVII",0.0178914097658699
"1908","YGL129C","chrVII",0.000349179306472179
"1909","YGL130W","chrVII",0.00281339406707972
"1910","YGL131C","chrVII",0.000510384316728854
"1911","YGL132W","chrVII",0.322155897423569
"1912","YGL133W","chrVII",0.000805796416625422
"1913","YGL134W","chrVII",0.000938019285909081
"1914","YGL135W","chrVII",0.000959208800351287
"1915","YGL136C","chrVII",0.0034483602214847
"1916","YGL137W","chrVII",0.000830641854104132
"1917","YGL139W","chrVII",0.000164521089130121
"1918","YGL140C","chrVII",0.00344615977423025
"1919","YGL141W","chrVII",0.00146958161025151
"1920","YGL142C","chrVII",0.00250964504736375
"1921","YGL143C","chrVII",0.00300438541025593
"1922","YGL144C","chrVII",0.0154676851003888
"1923","YGL145W","chrVII",0.00332394461994078
"1924","YGL146C","chrVII",0.000817157261270128
"1925","YGL147C","chrVII",0.000693610128861672
"1926","YGL148W","chrVII",0.00104719450173133
"1927","YGL150C","chrVII",0.00082462743840084
"1928","YGL151W","chrVII",0.00144108316451805
"1929","YGL153W","chrVII",0.00383476964916713
"1930","YGL154C","chrVII",0.00149364096981336
"1931","YGL155W","chrVII",0.00289441608416963
"1932","YGL156W","chrVII",0.000704127365686263
"1933","YGL157W","chrVII",0.113990896199515
"1934","YGL159W","chrVII",0.0137857879721804
"1935","YGL160W","chrVII",0.00219867275603446
"1936","YGL161C","chrVII",0.00157671466502621
"1937","YGL162W","chrVII",0.0743090745685249
"1938","YGL163C","chrVII",0.00649212853412132
"1939","YGL164C","chrVII",0.0107662708837581
"1940","YGL165C","chrVII",0.0905173147776164
"1941","YGL166W","chrVII",0.0240269395844995
"1942","YGL167C","chrVII",0.00135188295298009
"1943","YGL168W","chrVII",0.0139906774041696
"1944","YGL169W","chrVII",0.0056428637832984
"1945","YGL170C","chrVII",0.045218650814049
"1946","YGL171W","chrVII",0.00271102725949543
"1947","YGL172W","chrVII",0.0111184208132571
"1948","YGL173C","chrVII",0.00106505221119786
"1949","YGL174W","chrVII",0.00763604507678184
"1950","YGL175C","chrVII",0.085040372656508
"1951","YGL176C","chrVII",0.00124705438017267
"1952","YGL178W","chrVII",0.00279133476169632
"1953","YGL179C","chrVII",0.0174419213886348
"1954","YGL180W","chrVII",0.0031986497089595
"1955","YGL181W","chrVII",0.00147936045536112
"1956","YGL183C","chrVII",0.117641091836509
"1957","YGL183C","chrVII",0.117641091836509
