"","GENE","CHRM","MAAnc"
"845","YDL210W","chrIV",NA
"846","YDL211C","chrIV",NA
"847","YDL212W","chrIV",NA
"848","YDL213C","chrIV",NA
"849","YDL214C","chrIV",NA
"850","YDL215C","chrIV",NA
"851","YDL216C","chrIV",NA
"852","YDL217C","chrIV",NA
"853","YDL218W","chrIV",NA
"854","YDL219W","chrIV",NA
"855","YDL220C","chrIV",NA
"856","YDL221W","chrIV",NA
"857","YDL222C","chrIV",NA
"858","YDL223C","chrIV",NA
"859","YDL224C","chrIV",NA
"860","YDL225W","chrIV",NA
"861","YDL226C","chrIV",NA
"862","YDL229W","chrIV",NA
"863","YDL230W","chrIV",NA
"864","YDL231C","chrIV",NA
"865","YDL232W","chrIV",NA
"866","YDL233W","chrIV",NA
"867","YDL234C","chrIV",NA
"868","YDL235C","chrIV",NA
"869","YDL236W","chrIV",NA
"870","YDL237W","chrIV",NA
"871","YDL238C","chrIV",NA
"872","YDL239C","chrIV",NA
"873","YDL240W","chrIV",NA
"874","YDL241W","chrIV",NA
"875","YDL242W","chrIV",NA
"876","YDL243C","chrIV",NA
"877","YDL244W","chrIV",NA
"878","YDL245C","chrIV",NA
"879","YDL247W","chrIV",NA
"880","YDL247W-A","chrIV",NA
"881","YDL248W","chrIV",NA
"882","YDR001C","chrIV",NA
"883","YDR002W","chrIV",NA
"884","YDR003W","chrIV",NA
"885","YDR003W-A","chrIV",NA
"886","YDR004W","chrIV",NA
"887","YDR005C","chrIV",NA
"888","YDR006C","chrIV",NA
"889","YDR007W","chrIV",NA
"890","YDR009W","chrIV",NA
"891","YDR010C","chrIV",NA
"892","YDR011W","chrIV",NA
"893","YDR012W","chrIV",NA
"894","YDR013W","chrIV",NA
"895","YDR014W","chrIV",NA
"896","YDR014W-A","chrIV",NA
"897","YDR016C","chrIV",NA
"898","YDR017C","chrIV",NA
"899","YDR018C","chrIV",NA
"900","YDR019C","chrIV",NA
"901","YDR020C","chrIV",NA
"902","YDR021W","chrIV",NA
"903","YDR022C","chrIV",NA
"904","YDR023W","chrIV",NA
"905","YDR025W","chrIV",NA
"906","YDR026C","chrIV",NA
"907","YDR027C","chrIV",NA
"908","YDR028C","chrIV",NA
"909","YDR029W","chrIV",NA
"910","YDR030C","chrIV",NA
"911","YDR031W","chrIV",NA
"912","YDR032C","chrIV",NA
"913","YDR033W","chrIV",NA
"914","YDR034C","chrIV",NA
"915","YDR034C-A","chrIV",NA
"916","YDR034C-D","chrIV",NA
"917","YDR034C-D","chrIV",NA
"918","YDR034W-B","chrIV",NA
"919","YDR035W","chrIV",NA
"920","YDR036C","chrIV",NA
"921","YDR037W","chrIV",NA
"922","YDR038C","chrIV",NA
"923","YDR040C","chrIV",NA
"924","YDR041W","chrIV",NA
"925","YDR042C","chrIV",NA
"926","YDR043C","chrIV",NA
"927","YDR044W","chrIV",NA
"928","YDR045C","chrIV",NA
"929","YDR046C","chrIV",NA
"930","YDR047W","chrIV",NA
"931","YDR049W","chrIV",NA
"932","YDR050C","chrIV",NA
"933","YDR051C","chrIV",NA
"934","YDR052C","chrIV",NA
"935","YDR054C","chrIV",NA
"936","YDR055W","chrIV",NA
"937","YDR056C","chrIV",NA
"938","YDR057W","chrIV",NA
"939","YDR058C","chrIV",NA
"940","YDR059C","chrIV",NA
"941","YDR060W","chrIV",NA
"942","YDR061W","chrIV",NA
"943","YDR062W","chrIV",NA
"944","YDR063W","chrIV",NA
"945","YDR064W","chrIV",NA
"946","YDR065W","chrIV",NA
"947","YDR066C","chrIV",NA
"948","YDR067C","chrIV",NA
"949","YDR068W","chrIV",NA
"950","YDR069C","chrIV",NA
"951","YDR070C","chrIV",NA
"952","YDR071C","chrIV",NA
"953","YDR072C","chrIV",NA
"954","YDR073W","chrIV",NA
"955","YDR074W","chrIV",NA
"956","YDR075W","chrIV",NA
"957","YDR076W","chrIV",NA
"958","YDR077W","chrIV",NA
"959","YDR078C","chrIV",NA
"960","YDR079C-A","chrIV",NA
"961","YDR079W","chrIV",NA
"962","YDR080W","chrIV",NA
"963","YDR081C","chrIV",NA
"964","YDR082W","chrIV",NA
"965","YDR083W","chrIV",NA
"966","YDR084C","chrIV",NA
"967","YDR085C","chrIV",NA
"968","YDR086C","chrIV",NA
"969","YDR087C","chrIV",NA
"970","YDR088C","chrIV",NA
"971","YDR089W","chrIV",NA
"972","YDR090C","chrIV",NA
"973","YDR091C","chrIV",NA
"974","YDR092W","chrIV",NA
"975","YDR093W","chrIV",NA
"976","YDR093W","chrIV",NA
"977","YDR096W","chrIV",NA
"978","YDR097C","chrIV",NA
"979","YDR098C","chrIV",NA
"980","YDR099W","chrIV",NA
"981","YDR100W","chrIV",NA
"982","YDR101C","chrIV",NA
"983","YDR103W","chrIV",NA
"984","YDR104C","chrIV",NA
"985","YDR105C","chrIV",NA
"986","YDR106W","chrIV",NA
"987","YDR107C","chrIV",NA
"988","YDR108W","chrIV",NA
"989","YDR109C","chrIV",NA
"990","YDR110W","chrIV",NA
"991","YDR111C","chrIV",NA
"992","YDR113C","chrIV",NA
"993","YDR115W","chrIV",NA
"994","YDR116C","chrIV",NA
"995","YDR117C","chrIV",NA
"996","YDR118W","chrIV",NA
"997","YDR118W","chrIV",NA
"998","YDR119W","chrIV",NA
"999","YDR119W-A","chrIV",NA
"1000","YDR120C","chrIV",NA
"1001","YDR121W","chrIV",NA
"1002","YDR122W","chrIV",NA
"1003","YDR123C","chrIV",NA
"1004","YDR124W","chrIV",NA
"1005","YDR125C","chrIV",NA
"1006","YDR126W","chrIV",NA
"1007","YDR127W","chrIV",NA
"1008","YDR128W","chrIV",NA
"1009","YDR129C","chrIV",NA
"1010","YDR130C","chrIV",NA
"1011","YDR131C","chrIV",NA
"1012","YDR132C","chrIV",NA
"1013","YDR134C","chrIV",NA
"1014","YDR134C","chrIV",NA
"1015","YDR135C","chrIV",NA
"1016","YDR137W","chrIV",NA
"1017","YDR138W","chrIV",NA
"1018","YDR139C","chrIV",NA
"1019","YDR140W","chrIV",NA
"1020","YDR141C","chrIV",NA
"1021","YDR142C","chrIV",NA
"1022","YDR143C","chrIV",NA
"1023","YDR144C","chrIV",NA
"1024","YDR145W","chrIV",NA
"1025","YDR146C","chrIV",NA
"1026","YDR147W","chrIV",NA
"1027","YDR148C","chrIV",NA
"1028","YDR150W","chrIV",NA
"1029","YDR151C","chrIV",NA
"1030","YDR152W","chrIV",NA
"1031","YDR153C","chrIV",NA
"1032","YDR155C","chrIV",NA
"1033","YDR155C","chrIV",NA
"1034","YDR156W","chrIV",NA
"1035","YDR156W","chrIV",NA
"1036","YDR158W","chrIV",NA
"1037","YDR159W","chrIV",NA
"1038","YDR160W","chrIV",NA
"1039","YDR161W","chrIV",NA
"1040","YDR162C","chrIV",NA
"1041","YDR163W","chrIV",NA
"1042","YDR164C","chrIV",NA
"1043","YDR165W","chrIV",NA
"1044","YDR166C","chrIV",NA
"1045","YDR167W","chrIV",NA
"1046","YDR168W","chrIV",NA
"1047","YDR169C","chrIV",NA
"1048","YDR170C","chrIV",NA
"1049","YDR170W-A","chrIV",NA
"1050","YDR171W","chrIV",NA
"1051","YDR172W","chrIV",NA
"1052","YDR173C","chrIV",NA
"1053","YDR174W","chrIV",NA
"1054","YDR175C","chrIV",NA
"1055","YDR176W","chrIV",NA
"1056","YDR177W","chrIV",NA
"1057","YDR178W","chrIV",NA
"1058","YDR179C","chrIV",NA
"1059","YDR179W-A","chrIV",NA
"1060","YDR180W","chrIV",NA
"1061","YDR181C","chrIV",NA
"1062","YDR182W","chrIV",NA
"1063","YDR182W-A","chrIV",NA
"1064","YDR183W","chrIV",NA
"1065","YDR184C","chrIV",NA
"1066","YDR184C","chrIV",NA
"1067","YDR185C","chrIV",NA
"1068","YDR186C","chrIV",NA
"1069","YDR188W","chrIV",NA
"1070","YDR189W","chrIV",NA
"1071","YDR190C","chrIV",NA
"1072","YDR191W","chrIV",NA
"1073","YDR192C","chrIV",NA
"1074","YDR194C","chrIV",NA
"1075","YDR195W","chrIV",NA
"1076","YDR196C","chrIV",NA
"1077","YDR197W","chrIV",NA
"1078","YDR198C","chrIV",NA
"1079","YDR200C","chrIV",NA
"1080","YDR201W","chrIV",NA
"1081","YDR202C","chrIV",NA
"1082","YDR204W","chrIV",NA
"1083","YDR205W","chrIV",NA
"1084","YDR206W","chrIV",NA
"1085","YDR207C","chrIV",NA
"1086","YDR208W","chrIV",NA
"1087","YDR209C","chrIV",NA
"1088","YDR210C-D","chrIV",NA
"1089","YDR210C-D","chrIV",NA
"1090","YDR211W","chrIV",NA
"1091","YDR212W","chrIV",NA
"1092","YDR213W","chrIV",NA
"1093","YDR214W","chrIV",NA
"1094","YDR215C","chrIV",NA
"1095","YDR216W","chrIV",NA
"1096","YDR217C","chrIV",NA
"1097","YDR219C","chrIV",NA
"1098","YDR220C","chrIV",NA
"1099","YDR221W","chrIV",NA
"1100","YDR222W","chrIV",NA
"1101","YDR223W","chrIV",NA
"1102","YDR224C","chrIV",NA
"1103","YDR225W","chrIV",NA
"1104","YDR226W","chrIV",NA
"1105","YDR227W","chrIV",NA
"1106","YDR228C","chrIV",NA
"1107","YDR229W","chrIV",NA
"1108","YDR231C","chrIV",NA
"1109","YDR232W","chrIV",NA
"1110","YDR233C","chrIV",NA
"1111","YDR234W","chrIV",NA
"1112","YDR235W","chrIV",NA
"1113","YDR236C","chrIV",NA
"1114","YDR237W","chrIV",NA
"1115","YDR238C","chrIV",NA
"1116","YDR239C","chrIV",NA
"1117","YDR240C","chrIV",NA
"1118","YDR241W","chrIV",NA
"1119","YDR242W","chrIV",NA
"1120","YDR243C","chrIV",NA
"1121","YDR244W","chrIV",NA
"1122","YDR245W","chrIV",NA
"1123","YDR246W","chrIV",NA
"1124","YDR246W-A","chrIV",NA
"1125","YDR247W","chrIV",NA
"1126","YDR248C","chrIV",NA
"1127","YDR249C","chrIV",NA
"1128","YDR251W","chrIV",NA
"1129","YDR252W","chrIV",NA
"1130","YDR253C","chrIV",NA
"1131","YDR254W","chrIV",NA
"1132","YDR255C","chrIV",NA
"1133","YDR256C","chrIV",NA
"1134","YDR257C","chrIV",NA
"1135","YDR258C","chrIV",NA
"1136","YDR259C","chrIV",NA
"1137","YDR260C","chrIV",NA
"1138","YDR261C","chrIV",NA
"1139","YDR261W-B","chrIV",NA
"1140","YDR261W-B","chrIV",NA
"1141","YDR262W","chrIV",NA
"1142","YDR263C","chrIV",NA
"1143","YDR264C","chrIV",NA
"1144","YDR265W","chrIV",NA
"1145","YDR266C","chrIV",NA
"1146","YDR267C","chrIV",NA
"1147","YDR268W","chrIV",NA
"1148","YDR270W","chrIV",NA
"1149","YDR272W","chrIV",NA
"1150","YDR273W","chrIV",NA
"1151","YDR274C","chrIV",NA
"1152","YDR275W","chrIV",NA
"1153","YDR276C","chrIV",NA
"1154","YDR277C","chrIV",NA
"1155","YDR279W","chrIV",NA
"1156","YDR280W","chrIV",NA
"1157","YDR281C","chrIV",NA
"1158","YDR282C","chrIV",NA
"1159","YDR283C","chrIV",NA
"1160","YDR284C","chrIV",NA
"1161","YDR285W","chrIV",NA
"1162","YDR286C","chrIV",NA
"1163","YDR287W","chrIV",NA
"1164","YDR288W","chrIV",NA
"1165","YDR289C","chrIV",NA
"1166","YDR291W","chrIV",NA
"1167","YDR292C","chrIV",NA
"1168","YDR293C","chrIV",NA
"1169","YDR294C","chrIV",NA
"1170","YDR295C","chrIV",NA
"1171","YDR296W","chrIV",NA
"1172","YDR297W","chrIV",NA
"1173","YDR298C","chrIV",NA
"1174","YDR299W","chrIV",NA
"1175","YDR300C","chrIV",NA
"1176","YDR301W","chrIV",NA
"1177","YDR302W","chrIV",NA
"1178","YDR303C","chrIV",NA
"1179","YDR304C","chrIV",NA
"1180","YDR305C","chrIV",NA
"1181","YDR306C","chrIV",NA
"1182","YDR307W","chrIV",NA
"1183","YDR308C","chrIV",NA
"1184","YDR309C","chrIV",NA
"1185","YDR310C","chrIV",NA
"1186","YDR311W","chrIV",NA
"1187","YDR312W","chrIV",NA
"1188","YDR313C","chrIV",NA
"1189","YDR314C","chrIV",NA
"1190","YDR315C","chrIV",NA
"1191","YDR316W","chrIV",NA
"1192","YDR317W","chrIV",NA
"1193","YDR318W","chrIV",NA
"1194","YDR319C","chrIV",NA
"1195","YDR320C","chrIV",NA
"1196","YDR320C-A","chrIV",NA
"1197","YDR321W","chrIV",NA
"1198","YDR322C-A","chrIV",NA
"1199","YDR322W","chrIV",NA
"1200","YDR323C","chrIV",NA
"1201","YDR324C","chrIV",NA
"1202","YDR325W","chrIV",NA
"1203","YDR326C","chrIV",NA
"1204","YDR327W","chrIV",NA
"1205","YDR328C","chrIV",NA
"1206","YDR329C","chrIV",NA
"1207","YDR330W","chrIV",NA
"1208","YDR331W","chrIV",NA
"1209","YDR332W","chrIV",NA
"1210","YDR333C","chrIV",NA
"1211","YDR334W","chrIV",NA
"1212","YDR335W","chrIV",NA
"1213","YDR336W","chrIV",NA
"1214","YDR337W","chrIV",NA
"1215","YDR338C","chrIV",NA
"1216","YDR339C","chrIV",NA
"1217","YDR341C","chrIV",NA
"1218","YDR342C","chrIV",NA
"1219","YDR343C","chrIV",NA
"1220","YDR344C","chrIV",NA
"1221","YDR345C","chrIV",NA
"1222","YDR346C","chrIV",NA
"1223","YDR347W","chrIV",NA
"1224","YDR348C","chrIV",NA
"1225","YDR349C","chrIV",NA
"1226","YDR350C","chrIV",NA
"1227","YDR351W","chrIV",NA
"1228","YDR352W","chrIV",NA
"1229","YDR353W","chrIV",NA
"1230","YDR354W","chrIV",NA
"1231","YDR356W","chrIV",NA
"1232","YDR357C","chrIV",NA
"1233","YDR358W","chrIV",NA
"1234","YDR359C","chrIV",NA
"1235","YDR361C","chrIV",NA
"1236","YDR362C","chrIV",NA
"1237","YDR363W","chrIV",NA
"1238","YDR363W-A","chrIV",NA
"1239","YDR364C","chrIV",NA
"1240","YDR365C","chrIV",NA
"1241","YDR366C","chrIV",NA
"1242","YDR367W","chrIV",NA
"1243","YDR368W","chrIV",NA
"1244","YDR369C","chrIV",NA
"1245","YDR370C","chrIV",NA
"1246","YDR371W","chrIV",NA
"1247","YDR372C","chrIV",NA
"1248","YDR373W","chrIV",NA
"1249","YDR374C","chrIV",NA
"1250","YDR374W-A","chrIV",NA
"1251","YDR375C","chrIV",NA
"1252","YDR376W","chrIV",NA
"1253","YDR377W","chrIV",NA
"1254","YDR378C","chrIV",NA
"1255","YDR379C-A","chrIV",NA
"1256","YDR379W","chrIV",NA
"1257","YDR380W","chrIV",NA
"1258","YDR381C-A","chrIV",NA
"1259","YDR381W","chrIV",NA
"1260","YDR382W","chrIV",NA
"1261","YDR383C","chrIV",NA
"1262","YDR384C","chrIV",NA
"1263","YDR385W","chrIV",NA
"1264","YDR386W","chrIV",NA
"1265","YDR387C","chrIV",NA
"1266","YDR388W","chrIV",NA
"1267","YDR389W","chrIV",NA
"1268","YDR390C","chrIV",NA
"1269","YDR391C","chrIV",NA
"1270","YDR392W","chrIV",NA
"1271","YDR393W","chrIV",NA
"1272","YDR394W","chrIV",NA
"1273","YDR395W","chrIV",NA
"1274","YDR397C","chrIV",NA
"1275","YDR398W","chrIV",NA
"1276","YDR399W","chrIV",NA
"1277","YDR400W","chrIV",NA
"1278","YDR402C","chrIV",NA
"1279","YDR403W","chrIV",NA
"1280","YDR404C","chrIV",NA
"1281","YDR405W","chrIV",NA
"1282","YDR406W","chrIV",NA
"1283","YDR406W","chrIV",NA
"1284","YDR407C","chrIV",NA
"1285","YDR408C","chrIV",NA
"1286","YDR409W","chrIV",NA
"1287","YDR410C","chrIV",NA
"1288","YDR411C","chrIV",NA
"1289","YDR414C","chrIV",NA
"1290","YDR415C","chrIV",NA
"1291","YDR416W","chrIV",NA
"1292","YDR418W","chrIV",NA
"1293","YDR419W","chrIV",NA
"1294","YDR420W","chrIV",NA
"1295","YDR421W","chrIV",NA
"1296","YDR422C","chrIV",NA
"1297","YDR423C","chrIV",NA
"1298","YDR424C","chrIV",NA
"1299","YDR425W","chrIV",NA
"1300","YDR427W","chrIV",NA
"1301","YDR428C","chrIV",NA
"1302","YDR429C","chrIV",NA
"1303","YDR430C","chrIV",NA
"1304","YDR432W","chrIV",NA
"1305","YDR432W","chrIV",NA
"1306","YDR434W","chrIV",NA
"1307","YDR435C","chrIV",NA
"1308","YDR436W","chrIV",NA
"1309","YDR437W","chrIV",NA
"1310","YDR438W","chrIV",NA
"1311","YDR439W","chrIV",NA
"1312","YDR440W","chrIV",NA
"1313","YDR441C","chrIV",NA
"1314","YDR443C","chrIV",NA
"1315","YDR444W","chrIV",NA
"1316","YDR446W","chrIV",NA
"1317","YDR447C","chrIV",NA
"1318","YDR448W","chrIV",NA
"1319","YDR449C","chrIV",NA
"1320","YDR450W","chrIV",NA
"1321","YDR451C","chrIV",NA
"1322","YDR452W","chrIV",NA
"1323","YDR453C","chrIV",NA
"1324","YDR454C","chrIV",NA
"1325","YDR456W","chrIV",NA
"1326","YDR457W","chrIV",NA
"1327","YDR458C","chrIV",NA
"1328","YDR459C","chrIV",NA
"1329","YDR460W","chrIV",NA
"1330","YDR461C-A","chrIV",NA
"1331","YDR461W","chrIV",NA
"1332","YDR462W","chrIV",NA
"1333","YDR463W","chrIV",NA
"1334","YDR464W","chrIV",NA
"1335","YDR465C","chrIV",NA
"1336","YDR466W","chrIV",NA
"1337","YDR467C","chrIV",NA
"1338","YDR468C","chrIV",NA
"1339","YDR469W","chrIV",NA
"1340","YDR470C","chrIV",NA
"1341","YDR471W","chrIV",NA
"1342","YDR472W","chrIV",NA
"1343","YDR473C","chrIV",NA
"1344","YDR475C","chrIV",NA
"1345","YDR476C","chrIV",NA
"1346","YDR477W","chrIV",NA
"1347","YDR478W","chrIV",NA
"1348","YDR479C","chrIV",NA
"1349","YDR480W","chrIV",NA
"1350","YDR481C","chrIV",NA
"1351","YDR482C","chrIV",NA
"1352","YDR483W","chrIV",NA
"1353","YDR484W","chrIV",NA
"1354","YDR485C","chrIV",NA
"1355","YDR486C","chrIV",NA
"1356","YDR487C","chrIV",NA
"1357","YDR488C","chrIV",NA
"1358","YDR489W","chrIV",NA
"1359","YDR490C","chrIV",NA
"1360","YDR491C","chrIV",NA
"1361","YDR492W","chrIV",NA
"1362","YDR493W","chrIV",NA
"1363","YDR494W","chrIV",NA
"1364","YDR495C","chrIV",NA
"1365","YDR496C","chrIV",NA
"1366","YDR497C","chrIV",NA
"1367","YDR498C","chrIV",NA
"1368","YDR499W","chrIV",NA
"1369","YDR500C","chrIV",NA
"1370","YDR501W","chrIV",NA
"1371","YDR502C","chrIV",NA
"1372","YDR503C","chrIV",NA
"1373","YDR504C","chrIV",NA
"1374","YDR505C","chrIV",NA
"1375","YDR506C","chrIV",NA
"1376","YDR507C","chrIV",NA
"1377","YDR508C","chrIV",NA
"1378","YDR510C-A","chrIV",NA
"1379","YDR510W","chrIV",NA
"1380","YDR511W","chrIV",NA
"1381","YDR512C","chrIV",NA
"1382","YDR513W","chrIV",NA
"1383","YDR514C","chrIV",NA
"1384","YDR515W","chrIV",NA
"1385","YDR516C","chrIV",NA
"1386","YDR517W","chrIV",NA
"1387","YDR518W","chrIV",NA
"1388","YDR519W","chrIV",NA
"1389","YDR520C","chrIV",NA
"1390","YDR522C","chrIV",NA
"1391","YDR523C","chrIV",NA
"1392","YDR524C","chrIV",NA
"1393","YDR524C-B","chrIV",NA
"1394","YDR524W-C","chrIV",NA
"1395","YDR525W-A","chrIV",NA
"1396","YDR527W","chrIV",NA
"1397","YDR528W","chrIV",NA
"1398","YDR529C","chrIV",NA
"1399","YDR530C","chrIV",NA
"1400","YDR531W","chrIV",NA
"1401","YDR532C","chrIV",NA
"1402","YDR533C","chrIV",NA
"1403","YDR534C","chrIV",NA
"1404","YDR535C","chrIV",NA
"1405","YDR536W","chrIV",NA
"1406","YDR538W","chrIV",NA
"1407","YDR539W","chrIV",NA
"1408","YDR540C","chrIV",NA
"1409","YDR541C","chrIV",NA
"1410","YEL001C","chrV",NA
"1411","YEL002C","chrV",NA
"1412","YEL003W","chrV",NA
"1413","YEL004W","chrV",NA
"1414","YEL005C","chrV",NA
"1415","YEL006W","chrV",NA
"1416","YEL007W","chrV",NA
"1417","YEL008W","chrV",NA
"1418","YEL009C","chrV",NA
"1419","YEL011W","chrV",NA
"1420","YEL012W","chrV",NA
"1421","YEL013W","chrV",NA
"1422","YEL015W","chrV",NA
"1423","YEL016C","chrV",NA
"1424","YEL017C-A","chrV",NA
"1425","YEL017W","chrV",NA
"1426","YEL018W","chrV",NA
"1427","YEL019C","chrV",NA
"1428","YEL020C","chrV",NA
"1429","YEL020W-A","chrV",NA
"1430","YEL021W","chrV",NA
"1431","YEL022W","chrV",NA
"1432","YEL023C","chrV",NA
"1433","YEL024W","chrV",NA
"1434","YEL025C","chrV",NA
"1435","YEL026W","chrV",NA
"1436","YEL027W","chrV",NA
"1437","YEL028W","chrV",NA
"1438","YEL029C","chrV",NA
"1439","YEL030W","chrV",NA
"1440","YEL031W","chrV",NA
"1441","YEL032W","chrV",NA
"1442","YEL033W","chrV",NA
"1443","YEL035C","chrV",NA
"1444","YEL036C","chrV",NA
"1445","YEL037C","chrV",NA
"1446","YEL038W","chrV",NA
"1447","YEL039C","chrV",NA
"1448","YEL040W","chrV",NA
"1449","YEL041W","chrV",NA
"1450","YEL042W","chrV",NA
"1451","YEL043W","chrV",NA
"1452","YEL044W","chrV",NA
"1453","YEL046C","chrV",NA
"1454","YEL047C","chrV",NA
"1455","YEL048C","chrV",NA
"1456","YEL049W","chrV",NA
"1457","YEL050C","chrV",NA
"1458","YEL051W","chrV",NA
"1459","YEL052W","chrV",NA
"1460","YEL053C","chrV",NA
"1461","YEL054C","chrV",NA
"1462","YEL055C","chrV",NA
"1463","YEL056W","chrV",NA
"1464","YEL057C","chrV",NA
"1465","YEL058W","chrV",NA
"1466","YEL059C-A","chrV",NA
"1467","YEL059W","chrV",NA
"1468","YEL060C","chrV",NA
"1469","YEL061C","chrV",NA
"1470","YEL062W","chrV",NA
"1471","YEL063C","chrV",NA
"1472","YEL064C","chrV",NA
"1473","YEL065W","chrV",NA
"1474","YEL066W","chrV",NA
"1475","YEL067C","chrV",NA
"1476","YEL068C","chrV",NA
"1477","YEL069C","chrV",NA
"1478","YEL070W","chrV",NA
"1479","YEL071W","chrV",NA
"1480","YEL072W","chrV",NA
"1481","YEL073C","chrV",NA
"1482","YEL077C","chrV",NA
"1483","YER001W","chrV",NA
"1484","YER002W","chrV",NA
"1485","YER003C","chrV",NA
"1486","YER004W","chrV",NA
"1487","YER005W","chrV",NA
"1488","YER006W","chrV",NA
"1489","YER007C-A","chrV",NA
"1490","YER007W","chrV",NA
"1491","YER008C","chrV",NA
"1492","YER009W","chrV",NA
"1493","YER010C","chrV",NA
"1494","YER011W","chrV",NA
"1495","YER012W","chrV",NA
"1496","YER013W","chrV",NA
"1497","YER014W","chrV",NA
"1498","YER015W","chrV",NA
"1499","YER016W","chrV",NA
"1500","YER017C","chrV",NA
"1501","YER018C","chrV",NA
"1502","YER019C-A","chrV",NA
"1503","YER019W","chrV",NA
"1504","YER020W","chrV",NA
"1505","YER021W","chrV",NA
"1506","YER022W","chrV",NA
"1507","YER023W","chrV",NA
"1508","YER024W","chrV",NA
"1509","YER025W","chrV",NA
"1510","YER026C","chrV",NA
"1511","YER027C","chrV",NA
"1512","YER028C","chrV",NA
"1513","YER029C","chrV",NA
"1514","YER030W","chrV",NA
"1515","YER031C","chrV",NA
"1516","YER032W","chrV",NA
"1517","YER033C","chrV",NA
"1518","YER034W","chrV",NA
"1519","YER035W","chrV",NA
"1520","YER036C","chrV",NA
"1521","YER037W","chrV",NA
"1522","YER038C","chrV",NA
"1523","YER039C","chrV",NA
"1524","YER039C-A","chrV",NA
"1525","YER040W","chrV",NA
"1526","YER041W","chrV",NA
"1527","YER042W","chrV",NA
"1528","YER043C","chrV",NA
"1529","YER044C","chrV",NA
"1530","YER044C-A","chrV",NA
"1531","YER045C","chrV",NA
"1532","YER046W","chrV",NA
"1533","YER047C","chrV",NA
"1534","YER048C","chrV",NA
"1535","YER048W-A","chrV",NA
"1536","YER049W","chrV",NA
"1537","YER050C","chrV",NA
"1538","YER051W","chrV",NA
"1539","YER052C","chrV",NA
"1540","YER053C","chrV",NA
"1541","YER053C-A","chrV",NA
"1542","YER054C","chrV",NA
"1543","YER055C","chrV",NA
"1544","YER056C","chrV",NA
"1545","YER056C-A","chrV",NA
"1546","YER057C","chrV",NA
"1547","YER058W","chrV",NA
"1548","YER059W","chrV",NA
"1549","YER060W","chrV",NA
"1550","YER060W-A","chrV",NA
"1551","YER061C","chrV",NA
"1552","YER062C","chrV",NA
"1553","YER063W","chrV",NA
"1554","YER064C","chrV",NA
"1555","YER065C","chrV",NA
"1556","YER066C-A","chrV",NA
"1557","YER066W","chrV",NA
"1558","YER068W","chrV",NA
"1559","YER069W","chrV",NA
"1560","YER070W","chrV",NA
"1561","YER071C","chrV",NA
"1562","YER072W","chrV",NA
"1563","YER073W","chrV",NA
"1564","YER074W","chrV",NA
"1565","YER074W-A","chrV",NA
"1566","YER075C","chrV",NA
"1567","YER076C","chrV",NA
"1568","YER076W-A","chrV",NA
"1569","YER077C","chrV",NA
"1570","YER078C","chrV",NA
"1571","YER079W","chrV",NA
"1572","YER080W","chrV",NA
"1573","YER081W","chrV",NA
"1574","YER082C","chrV",NA
"1575","YER083C","chrV",NA
"1576","YER084W","chrV",NA
"1577","YER086W","chrV",NA
"1578","YER087C-B","chrV",NA
"1579","YER087W","chrV",NA
"1580","YER088C","chrV",NA
"1581","YER089C","chrV",NA
"1582","YER089C","chrV",NA
"1583","YER090W","chrV",NA
"1584","YER091C","chrV",NA
"1585","YER092W","chrV",NA
"1586","YER093C","chrV",NA
"1587","YER093C-A","chrV",NA
"1588","YER094C","chrV",NA
"1589","YER095W","chrV",NA
"1590","YER096W","chrV",NA
"1591","YER098W","chrV",NA
"1592","YER098W","chrV",NA
"1593","YER099C","chrV",NA
"1594","YER100W","chrV",NA
"1595","YER101C","chrV",NA
"1596","YER102W","chrV",NA
"1597","YER103W","chrV",NA
"1598","YER104W","chrV",NA
"1599","YER105C","chrV",NA
"1600","YER107C","chrV",NA
"1601","YER109C","chrV",NA
"1602","YER110C","chrV",NA
"1603","YER111C","chrV",NA
"1604","YER112W","chrV",NA
"1605","YER113C","chrV",NA
"1606","YER114C","chrV",NA
"1607","YER115C","chrV",NA
"1608","YER116C","chrV",NA
"1609","YER117W","chrV",NA
"1610","YER118C","chrV",NA
"1611","YER119C","chrV",NA
"1612","YER120W","chrV",NA
"1613","YER121W","chrV",NA
"1614","YER122C","chrV",NA
"1615","YER123W","chrV",NA
"1616","YER124C","chrV",NA
"1617","YER125W","chrV",NA
"1618","YER126C","chrV",NA
"1619","YER127W","chrV",NA
"1620","YER128W","chrV",NA
"1621","YER129W","chrV",NA
"1622","YER130C","chrV",NA
"1623","YER131W","chrV",NA
"1624","YER132C","chrV",NA
"1625","YER133W","chrV",NA
"1626","YER133W-A","chrV",NA
"1627","YER134C","chrV",NA
"1628","YER135C","chrV",NA
"1629","YER136W","chrV",NA
"1630","YER137C","chrV",NA
"1631","YER139C","chrV",NA
"1632","YER140W","chrV",NA
"1633","YER141W","chrV",NA
"1634","YER142C","chrV",NA
"1635","YER143W","chrV",NA
"1636","YER144C","chrV",NA
"1637","YER145C","chrV",NA
"1638","YER147C","chrV",NA
"1639","YER147C-A","chrV",NA
"1640","YER148W","chrV",NA
"1641","YER149C","chrV",NA
"1642","YER150W","chrV",NA
"1643","YER151C","chrV",NA
"1644","YER152C","chrV",NA
"1645","YER153C","chrV",NA
"1646","YER154W","chrV",NA
